rooms,area_m2,floor_current,floor_total,price,city,district,building_type
1,55,9,16,700,Bakı,Nəriman Nərimanov m.,Teze tikili
2,50,4,5,650,Bakı,Koroğlu m.,Kohne tikili
2,62,13,16,1500,Bakı,Nizami m.,Teze tikili
2,100,16,18,1399,Bakı,Nizami m.,Teze tikili
2,55,5,5,549,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,60,14,18,750,Bakı,Qara Qarayev m.,Teze tikili
3,132,7,18,1900,Bakı,Elmlər Akademiyası m.,Teze tikili
2,65,10,16,650,Bakı,Avtovağzal m.,Teze tikili
3,141,4,10,1100,Bakı,Nizami m.,Kohne tikili
3,80,4,5,950,Bakı,Yasamal r.,Kohne tikili
4,60,2,2,650,Bakı,Xətai r.,Kohne tikili
2,50,1,2,600,Bakı,Gənclik m.,Kohne tikili
3,105,5,8,1280,Bakı,Nəriman Nərimanov m.,Kohne tikili
3,73,5,5,645,Bakı,7-ci mikrorayon q.,Kohne tikili
3,200,9,16,1600,Bakı,Elmlər Akademiyası m.,Teze tikili
2,60,8,9,450,Bakı,Həzi Aslanov m.,Kohne tikili
2,90,16,17,599,Bakı,Neftçilər m.,Teze tikili
2,60,14,14,700,Bakı,Yasamal r.,Teze tikili
3,100,7,16,900,Bakı,Nizami m.,Teze tikili
2,70,3,16,600,Bakı,İnşaatçılar m.,Teze tikili
3,65,3,4,800,Bakı,Nəriman Nərimanov m.,Kohne tikili
3,120,12,20,2500,Bakı,Ağ şəhər q.,Teze tikili
3,110,12,20,999,Bakı,Neftçilər m.,Teze tikili
2,80,9,18,850,Bakı,28 May m.,Teze tikili
2,52,5,5,500,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,66,23,27,1000,Bakı,8 Noyabr m.,Teze tikili
2,77,10,14,550,Sumqayıt,Sumqayıt,Teze tikili
2,60,4,5,850,Bakı,Elmlər Akademiyası m.,Kohne tikili
3,82,4,17,1000,Bakı,Nəriman Nərimanov m.,Teze tikili
1,35,3,5,500,Bakı,Nəsimi r.,Kohne tikili
2,50,5,5,550,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,70,5,20,650,Bakı,20 Yanvar m.,Teze tikili
3,65,4,7,450,Xırdalan,Xırdalan,Kohne tikili
3,160,9,15,1550,Bakı,Sahil m.,Teze tikili
1,35,1,1,400,Bakı,Elmlər Akademiyası m.,Kohne tikili
2,60,9,18,875,Bakı,Nəriman Nərimanov m.,Teze tikili
3,80,4,5,900,Bakı,Nizami m.,Kohne tikili
2,85,16,16,550,Bakı,Həzi Aslanov m.,Teze tikili
3,120,11,12,700,Bakı,İnşaatçılar m.,Teze tikili
2,55,7,15,400,Xırdalan,Xırdalan,Teze tikili
2,60,10,18,700,Bakı,Memar Əcəmi m.,Teze tikili
3,100,7,8,1700,Bakı,Ağ şəhər q.,Kohne tikili
2,90,11,12,850,Bakı,Şah İsmayıl Xətai m.,Teze tikili
4,170,4,14,990,Bakı,8 Noyabr m.,Teze tikili
2,75,14,22,1000,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,78,18,19,1400,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,70,8,21,1200,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,75,8,18,1300,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,72,2,20,700,Bakı,20 Yanvar m.,Teze tikili
2,60,8,9,700,Bakı,Azadlıq Prospekti m.,Kohne tikili
2,60,7,9,350,Bakı,Bakıxanov q.,Kohne tikili
2,90,4,33,2100,Bakı,Nəsimi r.,Teze tikili
3,50,2,5,550,Bakı,Memar Əcəmi m.,Kohne tikili
4,80,5,5,800,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,52,7,16,850,Bakı,Nizami m.,Teze tikili
2,55,5,5,800,Bakı,İçəri Şəhər m.,Kohne tikili
2,60,12,17,700,Bakı,Qara Qarayev m.,Teze tikili
2,70,4,17,750,Bakı,Həzi Aslanov q.,Teze tikili
1,67,6,16,750,Bakı,Nəriman Nərimanov m.,Teze tikili
1,50,5,7,750,Bakı,Nəsimi r.,Kohne tikili
2,70,6,18,1500,Bakı,28 May m.,Teze tikili
4,180,9,17,1200,Bakı,Nərimanov r.,Teze tikili
2,55,4,5,400,Bakı,Biləcəri q.,Kohne tikili
4,196,12,16,1280,Bakı,8 Noyabr m.,Teze tikili
2,60,4,5,900,Bakı,28 May m.,Kohne tikili
2,60,4,5,850,Bakı,Elmlər Akademiyası m.,Kohne tikili
2,75,2,2,350,Bakı,Sabunçu q.,Kohne tikili
2,65,10,16,750,Bakı,Dərnəgül m.,Teze tikili
3,130,2,11,900,Bakı,İnşaatçılar m.,Kohne tikili
2,60,4,18,800,Bakı,Həzi Aslanov m.,Teze tikili
3,115,7,16,1250,Bakı,28 May m.,Teze tikili
3,80,6,16,800,Bakı,Gənclik m.,Teze tikili
4,90,3,5,400,Gəncə,Gəncə,Kohne tikili
2,60,1,9,450,Bakı,Yeni Günəşli q.,Kohne tikili
2,60,15,19,900,Bakı,Nərimanov r.,Teze tikili
3,150,13,18,1700,Bakı,28 May m.,Teze tikili
3,140,10,17,1200,Bakı,8 Noyabr m.,Teze tikili
2,70,8,17,550,Bakı,Xətai r.,Teze tikili
2,37,5,5,600,Bakı,İçəri Şəhər m.,Kohne tikili
3,110,9,18,1000,Bakı,Azadlıq Prospekti m.,Teze tikili
3,125,11,12,1000,Bakı,8 Noyabr m.,Teze tikili
3,55,7,9,750,Bakı,Həzi Aslanov m.,Kohne tikili
2,70,7,12,700,Bakı,Yasamal r.,Teze tikili
2,77,8,11,1600,Bakı,Nizami m.,Kohne tikili
2,70,15,21,800,Bakı,Bakıxanov q.,Teze tikili
2,64,4,16,400,Xırdalan,Xırdalan,Teze tikili
2,60,4,9,700,Bakı,Gənclik m.,Kohne tikili
4,155,2,12,1200,Bakı,Nəriman Nərimanov m.,Teze tikili
3,80,4,5,900,Bakı,Nizami m.,Kohne tikili
3,87,16,21,1300,Bakı,8 Noyabr m.,Teze tikili
2,88,15,20,750,Bakı,Həzi Aslanov q.,Teze tikili
2,35,5,5,450,Bakı,Neftçilər m.,Kohne tikili
2,90,10,17,1499,Bakı,28 May m.,Teze tikili
2,84,2,3,1800,Bakı,İçəri Şəhər m.,Kohne tikili
3,120,3,14,699,Bakı,Həzi Aslanov m.,Teze tikili
2,30,2,3,500,Bakı,Nizami m.,Kohne tikili
3,150,16,20,1000,Bakı,8 Noyabr m.,Teze tikili
2,70,8,12,350,Sumqayıt,Sumqayıt,Teze tikili
2,75,10,17,550,Bakı,20 Yanvar m.,Teze tikili
2,60,8,9,498,Bakı,Şah İsmayıl Xətai m.,Kohne tikili
3,140,21,21,900,Bakı,Bakmil m.,Teze tikili
2,80,12,18,650,Bakı,Azadlıq Prospekti m.,Teze tikili
2,75,16,20,1300,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,60,12,18,995,Bakı,Nəriman Nərimanov m.,Teze tikili
2,80,12,18,650,Bakı,Azadlıq Prospekti m.,Teze tikili
4,155,2,12,1200,Bakı,Nəriman Nərimanov m.,Teze tikili
2,70,3,17,700,Bakı,Nəsimi m.,Teze tikili
2,80,13,16,900,Bakı,Nəsimi r.,Teze tikili
2,60,5,5,650,Bakı,Gənclik m.,Kohne tikili
3,80,15,17,870,Bakı,Neftçilər m.,Teze tikili
3,90,12,14,600,Bakı,Həzi Aslanov m.,Teze tikili
2,55,5,5,650,Bakı,Gənclik m.,Kohne tikili
3,110,12,20,1000,Bakı,8-ci kilometr q.,Teze tikili
3,100,2,2,950,Bakı,Sahil m.,Kohne tikili
2,55,5,5,650,Bakı,Gənclik m.,Kohne tikili
2,70,4,11,451,Xırdalan,Xırdalan,Kohne tikili
3,130,14,16,1500,Bakı,Nəsimi r.,Teze tikili
4,185,6,17,1500,Bakı,Nəriman Nərimanov m.,Teze tikili
4,205,3,14,1500,Bakı,28 May m.,Teze tikili
3,100,11,13,1800,Bakı,İçəri Şəhər m.,Teze tikili
4,210,8,14,2000,Bakı,28 May m.,Teze tikili
4,180,11,22,1500,Bakı,28 May m.,Teze tikili
4,170,15,22,2000,Bakı,28 May m.,Teze tikili
3,190,17,18,1500,Bakı,Nəriman Nərimanov m.,Teze tikili
3,90,13,18,1300,Bakı,Nəriman Nərimanov m.,Teze tikili
2,60,5,5,700,Bakı,28 May m.,Kohne tikili
2,65,8,17,700,Bakı,20 Yanvar m.,Teze tikili
4,95,4,5,1000,Bakı,Nəsimi r.,Kohne tikili
3,100,7,19,1000,Bakı,Elmlər Akademiyası m.,Teze tikili
2,90,5,18,1100,Bakı,Nəriman Nərimanov m.,Teze tikili
2,90,7,16,850,Bakı,Nəriman Nərimanov m.,Teze tikili
3,135,5,17,1100,Bakı,Dərnəgül m.,Teze tikili
2,75,7,18,1199,Bakı,Elmlər Akademiyası m.,Teze tikili
4,200,18,23,1800,Bakı,Nizami m.,Teze tikili
2,55,5,11,749,Bakı,8 Noyabr m.,Kohne tikili
2,65,1,5,800,Bakı,Elmlər Akademiyası m.,Kohne tikili
2,65,16,18,1000,Bakı,28 May m.,Teze tikili
3,75,13,16,770,Bakı,İnşaatçılar m.,Teze tikili
3,125,9,16,1200,Bakı,Gənclik m.,Teze tikili
3,80,14,17,800,Bakı,Həzi Aslanov m.,Teze tikili
3,130,11,12,900,Bakı,Gənclik m.,Teze tikili
2,60,5,5,649,Bakı,Gənclik m.,Kohne tikili
3,65,2,5,600,Bakı,Neftçilər m.,Kohne tikili
2,70,2,5,800,Bakı,Elmlər Akademiyası m.,Kohne tikili
3,110,11,17,1400,Bakı,Nəriman Nərimanov m.,Teze tikili
2,70,16,18,700,Bakı,Qara Qarayev m.,Teze tikili
2,80,12,17,550,Bakı,Yeni Yasamal q.,Teze tikili
2,55,5,16,1150,Bakı,Böyükşor q.,Teze tikili
3,75,5,9,850,Bakı,Səbail r.,Kohne tikili
3,135,9,18,1099,Bakı,Nəriman Nərimanov m.,Teze tikili
2,55,5,5,650,Bakı,Gənclik m.,Kohne tikili
3,172,7,10,1599,Bakı,Nizami m.,Kohne tikili
2,80,8,11,850,Bakı,Nərimanov r.,Kohne tikili
2,85,10,17,1600,Bakı,28 May m.,Teze tikili
2,60,4,9,700,Bakı,Gənclik m.,Kohne tikili
3,80,2,3,600,Bakı,Binəqədi q.,Kohne tikili
3,80,8,9,600,Bakı,Xalqlar Dostluğu m.,Kohne tikili
3,155,10,16,1950,Bakı,Elmlər Akademiyası m.,Teze tikili
3,75,3,9,1000,Bakı,Azadlıq Prospekti m.,Kohne tikili
2,55,9,20,650,Bakı,20 Yanvar m.,Teze tikili
2,50,2,9,500,Bakı,20 Yanvar m.,Kohne tikili
4,140,1,4,1099,Bakı,Şah İsmayıl Xətai m.,Kohne tikili
3,141,9,21,2300,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,70,4,21,900,Bakı,Nərimanov r.,Teze tikili
2,60,5,16,1000,Bakı,Nərimanov r.,Teze tikili
3,82,2,14,1200,Bakı,Nəsimi r.,Teze tikili
3,120,7,10,1500,Bakı,Nəsimi r.,Kohne tikili
3,120,15,17,1000,Bakı,Yeni Yasamal q.,Teze tikili
3,110,8,17,1000,Bakı,28 May m.,Teze tikili
1,40,12,18,700,Bakı,28 May m.,Teze tikili
3,100,15,17,800,Bakı,8 Noyabr m.,Teze tikili
3,140,4,12,2500,Bakı,Sahil m.,Teze tikili
3,120,11,18,1600,Bakı,28 May m.,Teze tikili
2,47,9,21,650,Bakı,20 Yanvar m.,Teze tikili
2,60,4,5,650,Bakı,Qara Qarayev m.,Kohne tikili
2,55,5,16,1150,Bakı,Nəriman Nərimanov m.,Teze tikili
4,200,9,10,1900,Bakı,Nizami m.,Kohne tikili
3,160,9,17,1000,Bakı,28 May m.,Teze tikili
2,70,3,5,1000,Bakı,28 May m.,Kohne tikili
1,40,14,17,700,Bakı,28 May m.,Teze tikili
3,110,11,17,1400,Bakı,Nəriman Nərimanov m.,Teze tikili
2,75,1,22,750,Bakı,Həzi Aslanov m.,Teze tikili
3,160,4,16,1200,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,150,10,18,1800,Bakı,Gənclik m.,Teze tikili
2,90,2,17,1299,Bakı,28 May m.,Teze tikili
3,96,19,19,1300,Bakı,Həzi Aslanov q.,Teze tikili
2,60,8,12,550,Bakı,İnşaatçılar m.,Teze tikili
3,105,2,5,1200,Bakı,Ulduz m.,Kohne tikili
3,130,10,16,1300,Bakı,Gənclik m.,Teze tikili
2,55,6,17,800,Bakı,Nəriman Nərimanov m.,Teze tikili
3,110,11,17,1400,Bakı,Nəriman Nərimanov m.,Teze tikili
2,75,3,5,1150,Bakı,Səbail r.,Kohne tikili
2,90,10,13,580,Xırdalan,Xırdalan,Teze tikili
2,65,11,20,650,Bakı,20 Yanvar m.,Teze tikili
2,70,11,18,800,Bakı,Dərnəgül m.,Teze tikili
2,65,16,17,600,Bakı,Nəsimi m.,Teze tikili
2,55,4,5,600,Bakı,Koroğlu m.,Kohne tikili
3,70,15,17,600,Bakı,Xalqlar Dostluğu m.,Teze tikili
4,100,1,3,750,Bakı,Şah İsmayıl Xətai m.,Kohne tikili
2,70,13,16,1500,Bakı,Nizami m.,Teze tikili
4,230,4,20,1499,Bakı,28 May m.,Teze tikili
4,230,4,22,1500,Bakı,Nəsimi r.,Teze tikili
2,80,17,17,1100,Bakı,28 May m.,Teze tikili
3,75,5,15,650,Bakı,İnşaatçılar m.,Teze tikili
3,80,8,9,850,Bakı,İnşaatçılar m.,Kohne tikili
1,57,6,10,750,Bakı,8 Noyabr m.,Kohne tikili
2,50,1,2,550,Bakı,İçəri Şəhər m.,Kohne tikili
3,110,6,12,700,Bakı,İnşaatçılar m.,Teze tikili
3,150,16,19,1000,Bakı,8 Noyabr m.,Teze tikili
2,70,10,18,1400,Bakı,Nizami m.,Teze tikili
2,90,12,15,1250,Bakı,28 May m.,Teze tikili
2,95,9,22,799,Bakı,Nəriman Nərimanov m.,Teze tikili
2,75,14,16,950,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,55,5,16,1150,Bakı,Böyükşor q.,Teze tikili
2,108,7,16,1200,Bakı,28 May m.,Teze tikili
2,50,1,5,600,Bakı,Memar Əcəmi m.,Kohne tikili
2,74,4,15,799,Bakı,Nizami m.,Teze tikili
2,58,5,5,500,Bakı,Memar Əcəmi m.,Kohne tikili
2,88,17,19,1500,Bakı,Gənclik m.,Teze tikili
3,90,9,10,650,Bakı,Xalqlar Dostluğu m.,Kohne tikili
1,55,5,7,750,Bakı,Nəsimi r.,Kohne tikili
2,60,10,20,650,Bakı,20 Yanvar m.,Teze tikili
3,110,11,17,1400,Bakı,Nəriman Nərimanov m.,Teze tikili
3,75,5,9,800,Bakı,Səbail r.,Kohne tikili
2,65,11,16,900,Bakı,Dərnəgül m.,Teze tikili
3,120,3,18,1300,Bakı,Azadlıq Prospekti m.,Teze tikili
2,75,4,18,1300,Bakı,Gənclik m.,Teze tikili
3,115,6,16,1200,Bakı,28 May m.,Teze tikili
1,57,1,9,700,Bakı,Sea Breeze q.,Kohne tikili
2,65,9,21,648,Bakı,20 Yanvar m.,Teze tikili
3,101,5,12,2000,Bakı,Xətai r.,Teze tikili
3,130,6,14,970,Bakı,Nərimanov r.,Teze tikili
3,170,23,24,1600,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,105,5,5,2500,Bakı,Ağ şəhər q.,Kohne tikili
3,90,20,20,1500,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,60,10,17,900,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,85,11,12,950,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,65,6,16,800,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,110,6,12,700,Bakı,İnşaatçılar m.,Teze tikili
3,148,5,27,1300,Bakı,8 Noyabr m.,Teze tikili
2,70,5,5,800,Bakı,28 May m.,Kohne tikili
2,85,14,16,850,Bakı,Dərnəgül m.,Teze tikili
3,150,8,18,2500,Bakı,28 May m.,Teze tikili
3,140,2,8,2500,Bakı,Ağ şəhər q.,Kohne tikili
2,70,4,20,900,Bakı,Nərimanov r.,Teze tikili
4,180,11,22,1500,Bakı,28 May m.,Teze tikili
2,59,1,5,600,Bakı,Nəsimi m.,Kohne tikili
3,119,11,16,2500,Bakı,Elmlər Akademiyası m.,Teze tikili
2,80,14,16,850,Bakı,Dərnəgül m.,Teze tikili
2,65,13,16,1500,Bakı,Nizami m.,Teze tikili
2,50,4,5,650,Bakı,Qara Qarayev m.,Kohne tikili
2,88,4,17,650,Bakı,Həzi Aslanov m.,Teze tikili
2,107,7,7,2000,Bakı,Ağ şəhər q.,Kohne tikili
3,115,11,17,1400,Bakı,Nəriman Nərimanov m.,Teze tikili
3,140,20,27,1300,Bakı,8 Noyabr m.,Teze tikili
3,105,5,17,1400,Bakı,28 May m.,Teze tikili
2,60,4,16,1150,Bakı,Elmlər Akademiyası m.,Teze tikili
2,70,5,12,300,Sumqayıt,Sumqayıt,Teze tikili
2,88,15,20,750,Bakı,Həzi Aslanov m.,Teze tikili
2,120,4,18,599,Bakı,Həzi Aslanov m.,Teze tikili
2,60,9,13,700,Bakı,Nəsimi r.,Teze tikili
1,30,3,5,500,Bakı,Elmlər Akademiyası m.,Kohne tikili
3,118,11,17,1399,Bakı,Nəriman Nərimanov m.,Teze tikili
3,130,10,13,900,Bakı,Nəsimi r.,Teze tikili
2,80,7,21,1000,Bakı,Xətai r.,Teze tikili
2,65,4,17,480,Xırdalan,Xırdalan,Teze tikili
3,76,5,9,850,Bakı,Səbail r.,Kohne tikili
2,97,11,16,1000,Bakı,Nəriman Nərimanov m.,Teze tikili
2,100,4,20,2000,Bakı,28 May m.,Teze tikili
4,150,4,16,2500,Bakı,İçəri Şəhər m.,Teze tikili
3,112,9,15,1200,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,110,2,15,1199,Bakı,Nizami m.,Teze tikili
3,140,5,14,1350,Bakı,Nərimanov r.,Teze tikili
3,120,15,20,1150,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,95,10,18,1050,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,80,6,13,900,Bakı,Nəsimi r.,Teze tikili
2,65,13,16,1500,Bakı,Nizami m.,Teze tikili
2,95,6,8,1700,Bakı,Ağ şəhər q.,Kohne tikili
2,70,8,10,700,Bakı,Yeni Yasamal q.,Kohne tikili
3,101,4,6,2000,Bakı,Xətai r.,Kohne tikili
2,55,2,5,450,Bakı,Biləcəri q.,Kohne tikili
2,74,8,22,850,Bakı,Yasamal r.,Teze tikili
4,210,9,16,1899,Bakı,Nərimanov r.,Teze tikili
2,75,17,17,1100,Bakı,Nəriman Nərimanov m.,Teze tikili
3,100,4,4,1100,Bakı,İçəri Şəhər m.,Kohne tikili
2,60,4,5,640,Bakı,Koroğlu m.,Kohne tikili
3,66,7,24,600,Bakı,Xalqlar Dostluğu m.,Teze tikili
2,95,8,16,1600,Bakı,28 May m.,Teze tikili
2,72,12,18,1499,Bakı,Nizami m.,Teze tikili
2,50,5,14,380,Sumqayıt,Sumqayıt,Teze tikili
3,107,12,18,1000,Bakı,Nəriman Nərimanov m.,Teze tikili
2,90,4,22,2100,Bakı,28 May m.,Teze tikili
2,90,7,20,1000,Bakı,Nəsimi r.,Teze tikili
2,60,3,14,1000,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,105,7,8,1500,Bakı,Nəriman Nərimanov m.,Kohne tikili
3,140,21,21,900,Bakı,Nəriman Nərimanov m.,Teze tikili
2,70,12,16,1500,Bakı,Nizami m.,Teze tikili
2,65,3,3,900,Bakı,Sahil m.,Kohne tikili
3,160,16,19,999,Bakı,8 Noyabr m.,Teze tikili
3,125,11,13,900,Bakı,Nərimanov r.,Teze tikili
2,75,4,14,800,Bakı,Nizami m.,Teze tikili
2,75,3,18,1000,Bakı,Nərimanov r.,Teze tikili
2,67,5,16,750,Bakı,Elmlər Akademiyası m.,Teze tikili
3,110,8,16,1800,Bakı,28 May m.,Teze tikili
4,110,5,15,800,Bakı,Nəsimi m.,Teze tikili
2,70,1,5,500,Bakı,Memar Əcəmi m.,Kohne tikili
2,60,2,7,799,Bakı,Şah İsmayıl Xətai m.,Kohne tikili
2,62,13,16,1500,Bakı,28 May m.,Teze tikili
3,90,4,18,900,Bakı,20 Yanvar m.,Teze tikili
1,45,12,16,500,Bakı,Neftçilər m.,Teze tikili
3,120,11,21,1700,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,96,7,16,750,Bakı,İnşaatçılar m.,Teze tikili
3,80,3,15,600,Bakı,Həzi Aslanov m.,Teze tikili
3,107,12,18,1000,Bakı,Nəriman Nərimanov m.,Teze tikili
3,90,4,18,900,Bakı,20 Yanvar m.,Teze tikili
3,130,11,16,750,Bakı,İnşaatçılar m.,Teze tikili
3,75,8,9,420,Bakı,Yeni Günəşli q.,Kohne tikili
4,220,9,17,2000,Bakı,28 May m.,Teze tikili
2,60,4,9,700,Bakı,Gənclik m.,Kohne tikili
3,150,16,19,1000,Bakı,8 Noyabr m.,Teze tikili
2,90,13,17,900,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,110,11,13,1950,Bakı,Sahil m.,Teze tikili
2,75,3,4,1150,Bakı,Sahil m.,Kohne tikili
3,125,10,18,1300,Bakı,28 May m.,Teze tikili
3,121,5,7,1800,Bakı,Xətai r.,Kohne tikili
4,214,11,15,1250,Bakı,Gənclik m.,Teze tikili
3,100,12,18,1300,Bakı,Nəriman Nərimanov m.,Teze tikili
2,60,3,9,497,Bakı,Bakıxanov q.,Kohne tikili
3,75,15,17,597,Bakı,Əhmədli m.,Teze tikili
2,77,7,17,1200,Bakı,Elmlər Akademiyası m.,Teze tikili
4,157,5,5,1000,Bakı,Nərimanov r.,Kohne tikili
3,135,17,20,800,Bakı,Nəriman Nərimanov m.,Teze tikili
3,80,5,9,850,Bakı,İçəri Şəhər m.,Kohne tikili
2,50,4,5,600,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,50,4,18,850,Bakı,28 May m.,Teze tikili
2,50,1,7,1500,Bakı,Ağ şəhər q.,Kohne tikili
2,90,3,16,950,Bakı,Nəriman Nərimanov m.,Teze tikili
3,100,4,4,1100,Bakı,İçəri Şəhər m.,Kohne tikili
1,30,11,15,330,Xırdalan,Xırdalan,Teze tikili
2,120,8,16,1000,Bakı,Badamdar q.,Teze tikili
3,110,12,18,950,Bakı,Nəriman Nərimanov m.,Teze tikili
2,77,5,12,2000,Bakı,Ağ şəhər q.,Teze tikili
3,110,9,19,900,Bakı,Nəsimi r.,Teze tikili
2,57,1,5,750,Bakı,Nərimanov r.,Kohne tikili
2,90,11,12,950,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,70,11,16,699,Bakı,8 Noyabr m.,Teze tikili
3,135,10,16,1500,Bakı,Nizami m.,Teze tikili
2,60,7,10,600,Sumqayıt,Sumqayıt,Kohne tikili
3,75,15,16,1200,Bakı,İnşaatçılar m.,Teze tikili
3,70,5,5,700,Bakı,İnşaatçılar m.,Kohne tikili
2,118,3,7,1200,Bakı,Sea Breeze q.,Kohne tikili
3,60,1,5,800,Bakı,20 Yanvar m.,Kohne tikili
1,60,5,7,1000,Bakı,Sea Breeze q.,Kohne tikili
1,38,2,5,550,Bakı,Elmlər Akademiyası m.,Kohne tikili
3,89,10,16,1100,Bakı,28 May m.,Teze tikili
2,65,14,14,650,Bakı,Elmlər Akademiyası m.,Teze tikili
2,80,1,5,550,Bakı,İnşaatçılar m.,Kohne tikili
2,50,4,5,650,Bakı,Qara Qarayev m.,Kohne tikili
2,60,3,6,350,Bakı,Masazır q.,Kohne tikili
2,75,8,17,750,Bakı,Nəsimi m.,Teze tikili
2,75,3,5,1150,Bakı,Sahil m.,Kohne tikili
3,82,3,15,1350,Bakı,Nərimanov r.,Teze tikili
2,65,10,16,750,Bakı,Dərnəgül m.,Teze tikili
2,58,1,5,600,Bakı,Memar Əcəmi m.,Kohne tikili
3,125,10,16,1050,Bakı,28 May m.,Teze tikili
3,130,14,16,1500,Bakı,28 May m.,Teze tikili
3,120,17,20,750,Bakı,Nəriman Nərimanov m.,Teze tikili
2,105,17,27,1200,Bakı,8 Noyabr m.,Teze tikili
2,42,1,5,550,Bakı,Memar Əcəmi m.,Kohne tikili
3,145,10,27,1500,Bakı,8 Noyabr m.,Teze tikili
3,100,6,14,1500,Bakı,Nizami m.,Teze tikili
1,30,11,18,600,Bakı,20 Yanvar m.,Teze tikili
3,110,7,8,1200,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,100,13,15,1200,Bakı,28 May m.,Teze tikili
3,90,10,12,700,Bakı,Yasamal q.,Teze tikili
3,123,8,17,1000,Bakı,Nəriman Nərimanov m.,Teze tikili
2,70,3,18,750,Bakı,8-ci mikrorayon q.,Teze tikili
2,65,7,16,650,Bakı,Yasamal q.,Teze tikili
3,110,17,17,600,Bakı,20 Yanvar m.,Teze tikili
2,75,6,16,1250,Bakı,Nizami m.,Teze tikili
3,110,6,12,720,Bakı,İnşaatçılar m.,Teze tikili
2,75,17,18,1000,Bakı,Xətai r.,Teze tikili
2,65,14,18,750,Bakı,Nəriman Nərimanov m.,Teze tikili
1,35,1,9,300,Bakı,Həzi Aslanov m.,Kohne tikili
3,80,4,5,950,Bakı,Elmlər Akademiyası m.,Kohne tikili
2,83,11,18,900,Bakı,Gənclik m.,Teze tikili
3,100,6,9,600,Bakı,İnşaatçılar m.,Kohne tikili
2,85,3,17,1000,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,50,4,5,650,Bakı,Koroğlu m.,Kohne tikili
4,120,5,5,1300,Bakı,Sahil m.,Kohne tikili
2,110,17,20,750,Bakı,Neftçilər m.,Teze tikili
2,65,9,16,1100,Bakı,Gənclik m.,Teze tikili
3,75,5,9,850,Bakı,Səbail r.,Kohne tikili
2,75,11,22,700,Bakı,20 Yanvar m.,Teze tikili
2,60,1,1,599,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,95,9,16,950,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,87,4,18,1900,Bakı,Elmlər Akademiyası m.,Teze tikili
3,110,15,17,1000,Bakı,Qara Qarayev m.,Teze tikili
3,75,7,16,1000,Bakı,28 May m.,Teze tikili
2,60,4,9,700,Bakı,Gənclik m.,Kohne tikili
1,40,4,4,600,Bakı,Nərimanov r.,Kohne tikili
3,125,17,19,750,Bakı,20 Yanvar m.,Teze tikili
2,105,6,19,1100,Bakı,Gənclik m.,Teze tikili
2,80,8,10,850,Bakı,Nərimanov r.,Kohne tikili
3,150,12,16,1200,Bakı,Gənclik m.,Teze tikili
2,46,1,5,600,Bakı,Memar Əcəmi m.,Kohne tikili
2,60,6,10,800,Bakı,Gənclik m.,Kohne tikili
2,55,2,19,525,Bakı,20 Yanvar m.,Teze tikili
4,105,13,20,900,Bakı,Gənclik m.,Teze tikili
2,85,7,21,1000,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,130,14,17,1000,Bakı,Nəriman Nərimanov m.,Teze tikili
2,50,4,5,650,Bakı,Qara Qarayev m.,Kohne tikili
3,100,13,16,1250,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,144,18,18,1000,Bakı,Bakmil m.,Teze tikili
3,100,6,19,1100,Bakı,Elmlər Akademiyası m.,Teze tikili
2,70,9,17,1300,Bakı,28 May m.,Teze tikili
4,165,10,14,2200,Bakı,İçəri Şəhər m.,Teze tikili
2,60,8,16,1200,Bakı,Nəriman Nərimanov m.,Teze tikili
3,130,16,19,800,Bakı,Nəriman Nərimanov m.,Teze tikili
3,125,10,20,2500,Bakı,Ağ şəhər q.,Teze tikili
2,100,13,15,1250,Bakı,28 May m.,Teze tikili
