rooms,area_m2,floor_current,floor_total,price,city,district,building_type
2,55,5,7,1400,Bakı,Xətai r.,Kohne tikili
3,145,3,7,2500,Bakı,Xətai r.,Kohne tikili
2,50,2,5,800,Bakı,7-ci mikrorayon q.,Kohne tikili
2,60,10,13,400,Xırdalan,Xırdalan,Teze tikili
3,110,5,24,1400,Bakı,8 Noyabr m.,Teze tikili
3,70,2,5,500,Bakı,Memar Əcəmi m.,Kohne tikili
3,120,8,18,1000,Bakı,Neftçilər m.,Teze tikili
2,52,1,2,800,Bakı,Sahil m.,Kohne tikili
2,50,2,2,699,Bakı,Nizami m.,Kohne tikili
3,100,15,16,940,Bakı,Nəriman Nərimanov m.,Teze tikili
3,118,8,17,850,Bakı,28 May m.,Teze tikili
3,102,17,18,1600,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,125,12,18,1000,Bakı,Elmlər Akademiyası m.,Teze tikili
3,140,8,18,1199,Bakı,Elmlər Akademiyası m.,Teze tikili
3,120,6,16,1050,Bakı,8 Noyabr m.,Teze tikili
2,90,9,14,700,Bakı,8 Noyabr m.,Teze tikili
4,195,8,18,1850,Bakı,28 May m.,Teze tikili
3,150,15,18,1750,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,125,5,18,1600,Bakı,Nəsimi r.,Teze tikili
3,94,19,19,1500,Bakı,Şah İsmayıl Xətai m.,Teze tikili
4,148,13,27,1800,Bakı,8 Noyabr m.,Teze tikili
3,114,13,27,2000,Bakı,Elmlər Akademiyası m.,Teze tikili
3,120,5,17,1200,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,160,23,24,1350,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,142,4,17,1000,Bakı,Nəsimi r.,Teze tikili
2,65,10,27,1200,Bakı,8 Noyabr m.,Teze tikili
3,165,18,20,1300,Bakı,Elmlər Akademiyası m.,Teze tikili
4,205,7,16,1700,Bakı,Nəsimi r.,Teze tikili
2,68,9,20,1500,Bakı,Ağ şəhər q.,Teze tikili
3,160,7,8,1600,Bakı,Nizami m.,Kohne tikili
2,60,6,6,1100,Bakı,Ağ şəhər q.,Kohne tikili
3,120,14,16,1000,Bakı,İnşaatçılar m.,Teze tikili
2,62,13,16,1500,Bakı,Nizami m.,Teze tikili
3,140,10,18,1200,Bakı,Elmlər Akademiyası m.,Teze tikili
2,88,9,16,1600,Bakı,28 May m.,Teze tikili
3,120,6,16,1700,Bakı,Nəriman Nərimanov m.,Teze tikili
3,128,8,20,2500,Bakı,28 May m.,Teze tikili
2,60,3,22,1000,Bakı,Nəsimi r.,Teze tikili
3,90,2,4,1100,Bakı,Nizami m.,Kohne tikili
2,92,5,17,1250,Bakı,28 May m.,Teze tikili
3,110,6,10,1000,Bakı,28 May m.,Kohne tikili
3,130,6,20,2100,Bakı,Nəsimi r.,Teze tikili
3,91,11,15,2500,Bakı,28 May m.,Teze tikili
2,60,3,22,1000,Bakı,Nərimanov r.,Teze tikili
4,160,4,7,1000,Bakı,Şah İsmayıl Xətai m.,Kohne tikili
2,75,1,5,1000,Bakı,28 May m.,Kohne tikili
3,135,10,16,1500,Bakı,Nizami m.,Teze tikili
3,120,9,17,1100,Bakı,28 May m.,Teze tikili
3,75,15,16,1200,Bakı,20 Yanvar m.,Teze tikili
3,170,4,20,2000,Bakı,Nəsimi r.,Teze tikili
3,100,4,16,1200,Bakı,Nəriman Nərimanov m.,Teze tikili
2,100,11,16,1000,Bakı,Nəriman Nərimanov m.,Teze tikili
4,215,9,17,2000,Bakı,28 May m.,Teze tikili
3,132,9,16,2200,Bakı,28 May m.,Teze tikili
3,114,5,15,1300,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,90,14,16,1100,Bakı,Dərnəgül m.,Teze tikili
3,105,16,19,1100,Bakı,Nizami r.,Teze tikili
3,90,2,5,1200,Bakı,Sahil m.,Kohne tikili
3,98,2,5,1199,Bakı,Sahil m.,Kohne tikili
3,90,2,5,1200,Bakı,Sahil m.,Kohne tikili
3,119,10,16,1500,Bakı,28 May m.,Teze tikili
2,93,6,20,1300,Bakı,Nəsimi r.,Teze tikili
3,140,5,6,2000,Bakı,Sea Breeze q.,Kohne tikili
2,100,10,20,1350,Bakı,8 Noyabr m.,Teze tikili
2,105,5,7,2200,Bakı,Ağ şəhər q.,Kohne tikili
4,170,10,16,1850,Bakı,28 May m.,Teze tikili
3,120,12,18,1500,Bakı,28 May m.,Teze tikili
3,95,7,8,1700,Bakı,Ağ şəhər q.,Kohne tikili
2,84,5,33,2200,Bakı,Səbail r.,Teze tikili
3,125,6,16,1300,Bakı,28 May m.,Teze tikili
2,90,6,18,1300,Bakı,Nərimanov r.,Teze tikili
2,70,13,17,1500,Bakı,Nizami m.,Teze tikili
2,90,2,7,1200,Bakı,Xətai r.,Kohne tikili
4,164,2,5,2500,Bakı,Ağ şəhər q.,Kohne tikili
3,115,14,16,1000,Bakı,İnşaatçılar m.,Teze tikili
3,155,6,12,1100,Bakı,8 Noyabr m.,Teze tikili
4,150,6,16,1250,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,120,16,19,1000,Bakı,İnşaatçılar m.,Teze tikili
3,130,8,16,1100,Bakı,Elmlər Akademiyası m.,Teze tikili
2,90,13,16,1200,Bakı,Nəriman Nərimanov m.,Teze tikili
2,110,17,27,1300,Bakı,8 Noyabr m.,Teze tikili
3,110,20,30,1400,Bakı,8 Noyabr m.,Teze tikili
3,130,5,7,1250,Bakı,Badamdar q.,Kohne tikili
3,80,5,6,1250,Bakı,28 May m.,Kohne tikili
3,114,5,15,1300,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,147,7,16,1000,Bakı,Nərimanov r.,Teze tikili
3,102,22,24,1300,Bakı,Xətai r.,Teze tikili
3,80,8,18,1200,Bakı,20 Yanvar m.,Teze tikili
4,120,2,5,1200,Bakı,Nəriman Nərimanov m.,Kohne tikili
3,137,9,16,1100,Bakı,Nizami m.,Teze tikili
3,90,8,18,1000,Bakı,20 Yanvar m.,Teze tikili
3,130,6,8,2400,Bakı,Ağ şəhər q.,Kohne tikili
2,80,8,14,1050,Bakı,28 May m.,Teze tikili
3,75,16,17,1500,Bakı,28 May m.,Teze tikili
3,155,10,16,2000,Bakı,Yasamal r.,Teze tikili
2,60,8,16,1300,Bakı,Nizami m.,Teze tikili
2,60,14,18,1200,Bakı,Xətai r.,Teze tikili
3,130,6,14,1000,Bakı,Nərimanov r.,Teze tikili
4,190,9,10,1900,Bakı,Nizami m.,Kohne tikili
3,160,6,17,1450,Bakı,Elmlər Akademiyası m.,Teze tikili
2,90,5,12,2000,Bakı,İçəri Şəhər m.,Teze tikili
2,68,12,16,1500,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,58,3,16,1000,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,100,4,16,1200,Bakı,Nəriman Nərimanov m.,Teze tikili
2,65,14,18,1150,Bakı,Elmlər Akademiyası m.,Teze tikili
3,140,13,19,1500,Bakı,Elmlər Akademiyası m.,Teze tikili
2,65,8,22,1399,Bakı,Ağ şəhər q.,Teze tikili
3,140,3,16,1000,Bakı,Gənclik m.,Teze tikili
2,60,8,15,1300,Bakı,Nizami m.,Teze tikili
2,65,14,17,1500,Bakı,Nizami m.,Teze tikili
2,65,8,20,1400,Bakı,Ağ şəhər q.,Teze tikili
2,95,4,7,2000,Bakı,Ağ şəhər q.,Kohne tikili
2,50,7,7,1100,Bakı,Ağ şəhər q.,Kohne tikili
2,70,11,18,1700,Bakı,Elmlər Akademiyası m.,Teze tikili
3,140,13,19,1500,Bakı,Elmlər Akademiyası m.,Teze tikili
3,115,14,16,1000,Bakı,İnşaatçılar m.,Teze tikili
3,114,5,15,1300,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,70,5,5,1300,Bakı,Sahil m.,Kohne tikili
3,155,7,17,1300,Bakı,Nəsimi r.,Teze tikili
3,130,8,17,1100,Bakı,Nərimanov r.,Teze tikili
2,60,6,18,1600,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,165,7,8,1400,Bakı,Nizami m.,Kohne tikili
3,100,2,14,1000,Bakı,Nizami m.,Teze tikili
2,70,4,6,1100,Bakı,Nəriman Nərimanov m.,Kohne tikili
2,65,10,27,1200,Bakı,8 Noyabr m.,Teze tikili
3,140,5,14,1350,Bakı,Nəsimi r.,Teze tikili
3,120,3,18,1500,Bakı,Elmlər Akademiyası m.,Teze tikili
3,100,10,16,1200,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,60,8,21,1500,Bakı,Ağ şəhər q.,Teze tikili
3,126,10,20,1100,Bakı,Nəriman Nərimanov m.,Teze tikili
3,100,5,20,1000,Bakı,20 Yanvar m.,Teze tikili
3,125,12,16,1300,Bakı,28 May m.,Teze tikili
2,63,7,17,1500,Bakı,Ağ şəhər q.,Teze tikili
3,100,10,15,1200,Bakı,Nəriman Nərimanov m.,Teze tikili
3,164,15,16,1750,Bakı,Nizami m.,Teze tikili
3,110,10,17,1000,Bakı,Nəsimi r.,Teze tikili
3,160,7,16,1500,Bakı,Nəsimi r.,Teze tikili
3,157,9,16,1000,Bakı,Nərimanov r.,Teze tikili
3,150,15,18,1000,Bakı,İnşaatçılar m.,Teze tikili
3,75,15,16,1200,Bakı,20 Yanvar m.,Teze tikili
3,100,18,18,1050,Bakı,Sahil m.,Teze tikili
2,65,17,20,2000,Bakı,Ağ şəhər q.,Teze tikili
2,50,5,19,1300,Bakı,Bayıl q.,Teze tikili
3,130,15,17,1099,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,100,2,5,1400,Bakı,Sahil m.,Kohne tikili
2,110,7,7,2000,Bakı,Ağ şəhər q.,Kohne tikili
4,180,18,27,1900,Bakı,8 Noyabr m.,Teze tikili
3,100,3,4,1000,Bakı,İçəri Şəhər m.,Kohne tikili
4,230,4,22,1500,Bakı,28 May m.,Teze tikili
3,136,4,7,2200,Bakı,Xətai r.,Kohne tikili
3,140,4,16,1200,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,65,7,18,1000,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,120,11,18,1200,Bakı,Gənclik m.,Teze tikili
4,150,5,10,1900,Bakı,Nizami m.,Kohne tikili
3,105,4,7,1700,Bakı,Xətai r.,Kohne tikili
4,200,3,17,2500,Bakı,28 May m.,Teze tikili
3,145,15,18,1500,Bakı,Səbail r.,Teze tikili
3,110,5,18,1400,Bakı,Badamdar q.,Teze tikili
2,70,6,18,1000,Bakı,8 Noyabr m.,Teze tikili
2,65,14,17,1000,Bakı,Nəsimi r.,Teze tikili
2,60,8,16,1250,Bakı,Nizami m.,Teze tikili
1,58,3,7,1100,Bakı,Bilgəh q.,Kohne tikili
2,65,8,17,1600,Bakı,Səbail r.,Teze tikili
3,120,9,17,1600,Bakı,Elmlər Akademiyası m.,Teze tikili
3,115,5,16,1300,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,110,13,17,1170,Bakı,Nizami m.,Teze tikili
2,65,7,17,1300,Bakı,Ağ şəhər q.,Teze tikili
3,120,23,24,1270,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,70,2,18,1200,Bakı,Elmlər Akademiyası m.,Teze tikili
2,84,8,18,1200,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,110,15,16,1200,Bakı,Qara Qarayev m.,Teze tikili
2,65,7,17,1100,Bakı,Nəriman Nərimanov m.,Teze tikili
3,140,10,17,1200,Bakı,Nəsimi r.,Teze tikili
3,150,11,18,1500,Bakı,Azadlıq Prospekti m.,Teze tikili
3,130,3,14,1000,Bakı,8-ci mikrorayon q.,Teze tikili
3,100,4,21,1000,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,100,8,16,1300,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,130,5,7,1200,Bakı,Ağ şəhər q.,Kohne tikili
4,140,1,4,1100,Bakı,Şah İsmayıl Xətai m.,Kohne tikili
4,190,9,20,1500,Bakı,Nizami m.,Teze tikili
2,60,13,16,1550,Bakı,Nizami m.,Teze tikili
3,140,3,7,1599,Bakı,Sabunçu r.,Kohne tikili
3,120,14,15,1400,Bakı,28 May m.,Teze tikili
2,56,7,17,1000,Bakı,Gənclik m.,Teze tikili
3,140,4,7,2500,Bakı,Ağ şəhər q.,Kohne tikili
1,55,7,7,1200,Bakı,Ağ şəhər q.,Kohne tikili
2,65,10,21,1000,Bakı,28 May m.,Teze tikili
3,140,4,16,1100,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,100,12,16,1400,Bakı,Nizami m.,Teze tikili
3,145,14,18,1800,Bakı,Səbail r.,Teze tikili
3,150,5,18,2500,Bakı,Səbail r.,Teze tikili
4,181,11,18,2100,Bakı,Şah İsmayıl Xətai m.,Teze tikili
4,160,10,20,1800,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,65,10,16,1550,Bakı,28 May m.,Teze tikili
2,52,2,13,1500,Bakı,20 Yanvar m.,Teze tikili
2,96,12,18,1350,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,100,6,14,1500,Bakı,Nizami m.,Teze tikili
3,126,8,16,1300,Bakı,Elmlər Akademiyası m.,Teze tikili
2,70,12,18,1000,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,120,5,7,2200,Bakı,Ağ şəhər q.,Kohne tikili
2,65,10,20,1300,Bakı,Ağ şəhər q.,Teze tikili
3,106,7,8,1500,Bakı,Nəriman Nərimanov m.,Kohne tikili
3,120,5,17,1300,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,60,5,20,1200,Bakı,Nərimanov r.,Teze tikili
3,106,4,7,1700,Bakı,Ağ şəhər q.,Kohne tikili
2,67,17,20,1300,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,100,10,18,1000,Bakı,Nəriman Nərimanov m.,Teze tikili
2,56,11,18,1000,Bakı,8 Noyabr m.,Teze tikili
2,70,4,6,1700,Bakı,Xətai r.,Kohne tikili
4,200,12,18,2500,Bakı,Nizami m.,Teze tikili
3,100,3,4,1200,Bakı,Şah İsmayıl Xətai m.,Kohne tikili
3,135,6,16,2200,Bakı,28 May m.,Teze tikili
2,50,2,5,1200,Bakı,İçəri Şəhər m.,Kohne tikili
3,153,12,23,1500,Bakı,Azadlıq Prospekti m.,Teze tikili
3,120,4,4,1500,Bakı,Sahil m.,Kohne tikili
3,138,14,16,1800,Bakı,Nəriman Nərimanov m.,Teze tikili
2,90,7,27,2200,Bakı,Səbail r.,Teze tikili
3,97,13,18,1200,Bakı,Koroğlu m.,Teze tikili
2,100,10,16,1200,Bakı,Gənclik m.,Teze tikili
3,117,13,17,1000,Bakı,28 May m.,Teze tikili
3,130,10,18,1200,Bakı,Nəsimi r.,Teze tikili
3,110,3,7,1700,Bakı,Şah İsmayıl Xətai m.,Kohne tikili
2,90,2,16,1300,Bakı,28 May m.,Teze tikili
2,82,14,16,1200,Bakı,28 May m.,Teze tikili
4,170,13,16,1500,Bakı,28 May m.,Teze tikili
3,130,10,16,1500,Bakı,Nizami m.,Teze tikili
2,85,13,16,1100,Bakı,Nəriman Nərimanov m.,Teze tikili
3,93,10,16,1200,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,60,3,16,1100,Bakı,Elmlər Akademiyası m.,Teze tikili
2,90,8,14,1100,Bakı,Nəriman Nərimanov m.,Teze tikili
4,170,12,13,1100,Bakı,Neftçilər m.,Teze tikili
2,75,10,17,1350,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,70,16,16,1500,Bakı,28 May m.,Teze tikili
3,120,7,16,1200,Bakı,Nəriman Nərimanov m.,Teze tikili
3,132,9,16,2200,Bakı,28 May m.,Teze tikili
2,90,14,17,1000,Bakı,Nəriman Nərimanov m.,Teze tikili
2,75,20,20,1000,Bakı,28 May m.,Teze tikili
3,155,12,17,1200,Bakı,Nəsimi r.,Teze tikili
2,66,13,22,1100,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,80,3,24,1250,Bakı,Nəriman Nərimanov m.,Teze tikili
2,45,4,4,350,Bakı,Masazır q.,Kohne tikili
3,125,13,17,1500,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,160,1,8,1400,Bakı,Elmlər Akademiyası m.,Kohne tikili
3,110,5,5,1000,Bakı,Sahil m.,Kohne tikili
3,85,2,5,1200,Bakı,Elmlər Akademiyası m.,Kohne tikili
3,110,4,18,1000,Bakı,28 May m.,Teze tikili
2,80,15,17,1200,Bakı,28 May m.,Teze tikili
2,90,11,15,1200,Bakı,28 May m.,Teze tikili
2,80,8,18,1299,Bakı,20 Yanvar m.,Teze tikili
3,126,5,17,1200,Bakı,8 Noyabr m.,Teze tikili
3,100,5,18,2300,Bakı,28 May m.,Teze tikili
2,96,6,7,1000,Bakı,Ağ şəhər q.,Kohne tikili
2,70,5,14,1300,Bakı,Nizami m.,Teze tikili
3,150,10,17,1599,Bakı,28 May m.,Teze tikili
3,105,16,19,1100,Bakı,8-ci kilometr q.,Teze tikili
3,110,7,8,1500,Bakı,Nəriman Nərimanov m.,Kohne tikili
3,70,4,5,900,Bakı,Xətai r.,Kohne tikili
2,55,3,6,1500,Bakı,Ağ şəhər q.,Kohne tikili
3,81,4,5,1300,Bakı,28 May m.,Kohne tikili
3,100,6,14,1500,Bakı,Nizami m.,Teze tikili
2,60,8,16,1100,Bakı,Nəriman Nərimanov m.,Teze tikili
2,95,7,20,1000,Bakı,Elmlər Akademiyası m.,Teze tikili
2,65,13,22,1100,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,150,12,16,1700,Bakı,Səbail r.,Teze tikili
3,140,3,7,2000,Bakı,Şah İsmayıl Xətai m.,Kohne tikili
2,96,9,15,1000,Bakı,Nəriman Nərimanov m.,Teze tikili
4,130,2,5,1000,Bakı,Memar Əcəmi m.,Kohne tikili
2,75,4,6,1100,Bakı,Nardaran q.,Kohne tikili
2,70,7,12,1350,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,122,8,18,900,Bakı,Şah İsmayıl Xətai m.,Teze tikili
4,160,5,10,1900,Bakı,Nizami m.,Kohne tikili
4,140,1,4,1050,Bakı,Şah İsmayıl Xətai m.,Kohne tikili
2,75,8,18,1300,Bakı,20 Yanvar m.,Teze tikili
3,140,12,19,1200,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,77,10,20,2000,Bakı,Ağ şəhər q.,Teze tikili
2,70,12,18,1100,Bakı,28 May m.,Teze tikili
2,65,3,7,1800,Bakı,Ağ şəhər q.,Kohne tikili
2,63,7,17,1500,Bakı,Ağ şəhər q.,Teze tikili
2,85,15,23,1700,Bakı,Xətai r.,Teze tikili
2,120,7,14,1050,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,140,9,16,2200,Bakı,28 May m.,Teze tikili
3,160,9,15,1500,Bakı,Sahil m.,Teze tikili
3,110,11,16,1200,Bakı,Nəriman Nərimanov m.,Teze tikili
2,68,9,18,1200,Bakı,Elmlər Akademiyası m.,Teze tikili
3,140,5,16,1350,Bakı,Nəsimi r.,Teze tikili
2,80,3,5,1699,Bakı,Sahil m.,Kohne tikili
3,138,10,16,1400,Bakı,Nizami m.,Teze tikili
3,110,11,18,1200,Bakı,Nəriman Nərimanov m.,Teze tikili
2,70,4,16,1300,Bakı,Nəsimi r.,Teze tikili
3,115,11,18,1200,Bakı,28 May m.,Teze tikili
3,130,14,14,1100,Bakı,Nizami m.,Teze tikili
3,130,8,18,2000,Bakı,Elmlər Akademiyası m.,Teze tikili
2,95,2,4,2000,Bakı,Ağ şəhər q.,Kohne tikili
3,110,14,18,1100,Bakı,20 Yanvar m.,Teze tikili
4,110,3,9,1000,Bakı,Azadlıq Prospekti m.,Kohne tikili
3,140,12,16,1400,Bakı,Ağ şəhər q.,Teze tikili
3,110,4,7,1800,Bakı,Ağ şəhər q.,Kohne tikili
3,145,5,6,2000,Bakı,Xətai r.,Kohne tikili
2,100,13,16,1400,Bakı,Nizami m.,Teze tikili
3,130,6,8,2300,Bakı,Ağ şəhər q.,Kohne tikili
2,70,17,20,1100,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,140,7,16,1200,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,60,14,18,1200,Bakı,Nərimanov r.,Teze tikili
4,170,10,17,1300,Bakı,İnşaatçılar m.,Teze tikili
3,140,4,7,2200,Bakı,Ağ şəhər q.,Kohne tikili
2,60,14,20,1200,Bakı,Nərimanov r.,Teze tikili
3,120,10,27,1700,Bakı,8 Noyabr m.,Teze tikili
3,130,15,18,1200,Bakı,Nərimanov r.,Teze tikili
2,55,10,17,1200,Bakı,Nərimanov r.,Teze tikili
3,124,5,15,1300,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,101,4,6,2500,Bakı,Ağ şəhər q.,Kohne tikili
4,135,17,20,1050,Bakı,20 Yanvar m.,Teze tikili
3,125,11,15,1200,Bakı,Nərimanov r.,Teze tikili
2,60,14,18,1200,Bakı,Həzi Aslanov m.,Teze tikili
3,145,21,27,1600,Bakı,8 Noyabr m.,Teze tikili
3,130,14,16,1600,Bakı,Nəsimi r.,Teze tikili
3,135,10,16,1500,Bakı,Nizami m.,Teze tikili
3,150,9,16,2500,Bakı,28 May m.,Teze tikili
4,160,10,14,2200,Bakı,Elmlər Akademiyası m.,Teze tikili
3,140,12,20,1300,Bakı,Gənclik m.,Teze tikili
3,120,12,16,1150,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,100,19,20,1400,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,119,10,16,1500,Bakı,28 May m.,Teze tikili
3,120,3,4,1300,Bakı,28 May m.,Kohne tikili
2,90,2,17,1300,Bakı,28 May m.,Teze tikili
2,55,5,16,1000,Bakı,Nərimanov r.,Teze tikili
2,110,7,7,2000,Bakı,Xətai r.,Kohne tikili
2,100,7,7,1500,Bakı,Ağ şəhər q.,Kohne tikili
2,50,4,5,1000,Bakı,Sahil m.,Kohne tikili
3,85,7,18,1100,Bakı,Gənclik m.,Teze tikili
2,80,10,12,1500,Bakı,İçəri Şəhər m.,Teze tikili
2,86,5,12,1400,Bakı,İçəri Şəhər m.,Teze tikili
3,85,11,18,1200,Bakı,28 May m.,Teze tikili
2,60,3,7,450,Xırdalan,Xırdalan,Kohne tikili
3,85,11,20,1900,Bakı,28 May m.,Teze tikili
4,220,3,16,1200,Bakı,Gənclik m.,Teze tikili
2,70,7,17,1100,Bakı,Nəriman Nərimanov m.,Teze tikili
3,175,16,18,1200,Bakı,Gənclik m.,Teze tikili
2,66,13,22,1100,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,65,18,20,1400,Bakı,Ağ şəhər q.,Teze tikili
2,80,5,5,1300,Bakı,Sahil m.,Kohne tikili
2,54,2,2,1100,Bakı,Sahil m.,Kohne tikili
3,170,10,16,1000,Bakı,Nəriman Nərimanov m.,Teze tikili
3,130,10,17,1300,Bakı,28 May m.,Teze tikili
2,65,13,16,1500,Bakı,28 May m.,Teze tikili
3,155,11,20,1500,Bakı,28 May m.,Teze tikili
3,100,7,16,2300,Bakı,28 May m.,Teze tikili
3,100,10,16,2300,Bakı,Şah İsmayıl Xətai m.,Teze tikili
4,95,3,5,1300,Bakı,İçəri Şəhər m.,Kohne tikili
2,65,5,17,1000,Bakı,28 May m.,Teze tikili
2,65,4,5,1300,Bakı,Sahil m.,Kohne tikili
3,148,11,18,1500,Bakı,Azadlıq Prospekti m.,Teze tikili
3,80,4,8,2000,Bakı,Sahil m.,Kohne tikili
2,90,5,12,1350,Bakı,İçəri Şəhər m.,Teze tikili
3,110,4,6,1800,Bakı,Ağ şəhər q.,Kohne tikili
2,80,7,7,1300,Bakı,Şah İsmayıl Xətai m.,Kohne tikili
3,100,4,7,2000,Bakı,Ağ şəhər q.,Kohne tikili
3,110,10,10,1500,Bakı,Sahil m.,Kohne tikili
3,125,9,17,1400,Bakı,28 May m.,Teze tikili
3,140,15,15,1500,Bakı,28 May m.,Teze tikili
3,100,7,8,1900,Bakı,Ağ şəhər q.,Kohne tikili
2,95,13,18,1000,Bakı,28 May m.,Teze tikili
3,91,4,19,1500,Bakı,Elmlər Akademiyası m.,Teze tikili
3,124,15,18,1100,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,125,6,17,2500,Bakı,28 May m.,Teze tikili
3,120,14,16,1200,Bakı,Nizami m.,Teze tikili
2,95,5,8,2000,Bakı,Ağ şəhər q.,Kohne tikili
3,135,5,8,2500,Bakı,Ağ şəhər q.,Kohne tikili
2,100,5,16,1000,Bakı,Gənclik m.,Teze tikili
3,95,7,8,1700,Bakı,Ağ şəhər q.,Kohne tikili
2,68,16,22,1200,Bakı,28 May m.,Teze tikili
3,105,14,18,1000,Bakı,Nərimanov r.,Teze tikili
3,134,3,7,2200,Bakı,Ağ şəhər q.,Kohne tikili
3,130,14,16,1550,Bakı,28 May m.,Teze tikili
4,150,15,16,1400,Bakı,Nizami m.,Teze tikili
3,140,7,13,1100,Bakı,20 Yanvar m.,Teze tikili
3,100,8,8,1600,Bakı,Xətai r.,Kohne tikili
3,130,7,8,1300,Bakı,Nəsimi r.,Kohne tikili
3,80,7,14,1200,Bakı,Nəriman Nərimanov m.,Teze tikili
2,86,5,12,1400,Bakı,Səbail r.,Teze tikili
3,125,6,18,1099,Bakı,Nizami m.,Teze tikili
2,60,16,24,1000,Bakı,8 Noyabr m.,Teze tikili
4,152,4,5,1500,Bakı,Yasamal r.,Kohne tikili
3,104,15,16,1200,Bakı,Elmlər Akademiyası m.,Teze tikili
3,105,14,18,1000,Bakı,Nərimanov r.,Teze tikili
2,75,13,20,1000,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,100,7,8,1600,Bakı,Ağ şəhər q.,Kohne tikili
3,160,7,8,1600,Bakı,Nizami m.,Kohne tikili
2,90,2,17,1300,Bakı,28 May m.,Teze tikili
2,70,12,16,1350,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,70,6,18,1100,Bakı,Nəriman Nərimanov m.,Teze tikili
3,136,2,18,1300,Bakı,Elmlər Akademiyası m.,Teze tikili
3,120,12,17,2500,Bakı,Nizami m.,Teze tikili
2,75,8,18,1200,Bakı,28 May m.,Teze tikili
3,110,8,15,1000,Bakı,28 May m.,Teze tikili
3,145,8,18,1100,Bakı,İnşaatçılar m.,Teze tikili
3,142,4,16,1000,Bakı,Gənclik m.,Teze tikili
3,130,15,16,1300,Bakı,Elmlər Akademiyası m.,Teze tikili
4,140,8,16,1799,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,90,2,17,1300,Bakı,28 May m.,Teze tikili
2,90,4,19,1200,Bakı,Elmlər Akademiyası m.,Teze tikili
3,114,5,15,1300,Bakı,Şah İsmayıl Xətai m.,Teze tikili
2,58,13,20,1550,Bakı,Nizami m.,Teze tikili
3,86,14,14,1000,Bakı,Nərimanov r.,Teze tikili
2,70,4,7,2100,Bakı,Xətai r.,Kohne tikili
2,95,6,9,1500,Bakı,Ağ şəhər q.,Kohne tikili
2,50,6,17,1100,Bakı,Nizami m.,Teze tikili
2,95,6,19,1800,Bakı,Bayıl q.,Teze tikili
2,70,3,5,1700,Bakı,Sahil m.,Kohne tikili
2,70,5,20,2000,Bakı,Xətai r.,Teze tikili
2,90,9,11,1000,Bakı,İnşaatçılar m.,Kohne tikili
3,160,7,8,1400,Bakı,Nizami m.,Kohne tikili
2,65,9,16,1000,Bakı,Gənclik m.,Teze tikili
3,114,5,15,1300,Bakı,Şah İsmayıl Xətai m.,Teze tikili
3,135,9,16,1450,Bakı,Nizami m.,Teze tikili
2,60,8,16,1300,Bakı,28 May m.,Teze tikili
2,99,7,27,1400,Bakı,Yasamal r.,Teze tikili
3,92,2,5,1000,Bakı,Nizami m.,Kohne tikili
