rooms,area_m2,floor_current,floor_total,price,district,floor_ratio,building_type_enc,is_baku,district_freq,district_target_enc
2,85,11,17,1200,Şah İsmayıl Xətai m.,0.6470588235294118,1,1,1078,1210.7810760667903
2,75,7,13,1100,Nəriman Nərimanov m.,0.5384615384615384,1,1,1211,946.3137902559868
2,85,9,15,1200,28 May m.,0.6,1,1,1066,1281.5741088180112
2,80,6,13,1200,Nizami m.,0.46153846153846156,1,1,752,1187.590425531915
2,80,8,15,1100,Nəsimi r.,0.5333333333333333,1,1,739,1119.722598105548
3,160,6,10,1200,Nəsimi r.,0.6,0,1,739,1119.722598105548
3,100,10,17,1200,Nərimanov r.,0.5882352941176471,1,1,515,1025.102912621359
2,70,5,6,1500,Şah İsmayıl Xətai m.,0.8333333333333334,0,1,1078,1210.7810760667903
3,95,12,15,1000,Nəriman Nərimanov m.,0.8,1,1,1211,946.3137902559868
2,100,6,9,1500,Ağ şəhər q.,0.6666666666666666,0,1,501,1833.62874251497
3,110,4,7,1900,Xətai r.,0.5714285714285714,0,1,228,1175.798245614035
3,150,2,16,1000,Nəsimi r.,0.125,1,1,739,1119.722598105548
2,90,5,12,2000,İçəri Şəhər m.,0.4166666666666667,1,1,226,1133.9203539823009
3,110,14,16,1400,Nəsimi r.,0.875,1,1,739,1119.722598105548
2,65,9,20,2200,Ağ şəhər q.,0.45,1,1,501,1833.62874251497
3,120,4,14,1100,Gənclik m.,0.2857142857142857,1,1,521,966.3109404990403
2,75,10,16,1000,28 May m.,0.625,1,1,1066,1281.5741088180112
4,210,15,19,1800,Nizami m.,0.7894736842105263,1,1,752,1187.590425531915
3,170,16,19,1500,Nizami m.,0.8421052631578947,1,1,752,1187.590425531915
3,75,15,16,1200,20 Yanvar m.,0.9375,1,1,620,771.0661290322581
2,67,14,19,1200,Nəsimi r.,0.7368421052631579,1,1,739,1119.722598105548
2,45,11,17,1199,Nəriman Nərimanov m.,0.6470588235294118,1,1,1211,946.3137902559868
4,225,7,14,1500,28 May m.,0.5,1,1,1066,1281.5741088180112
2,70,13,19,1499,Şah İsmayıl Xətai m.,0.6842105263157895,1,1,1078,1210.7810760667903
3,105,15,18,1200,Nərimanov r.,0.8333333333333334,1,1,515,1025.102912621359
3,110,7,20,1400,Nizami m.,0.35,1,1,752,1187.590425531915
2,70,15,27,1000,8 Noyabr m.,0.5555555555555556,1,1,624,1178.1826923076924
3,140,17,19,1100,Gənclik m.,0.8947368421052632,1,1,521,966.3109404990403
2,83,15,16,1000,28 May m.,0.9375,1,1,1066,1281.5741088180112
3,155,10,16,2000,Elmlər Akademiyası m.,0.625,1,1,662,1093.358006042296
3,120,5,18,2000,Elmlər Akademiyası m.,0.2777777777777778,1,1,662,1093.358006042296
3,119,3,7,1500,Ağ şəhər q.,0.42857142857142855,0,1,501,1833.62874251497
2,95,2,7,1800,Ağ şəhər q.,0.2857142857142857,0,1,501,1833.62874251497
2,90,3,17,1300,28 May m.,0.17647058823529413,1,1,1066,1281.5741088180112
3,230,19,20,1800,Nəsimi r.,0.95,1,1,739,1119.722598105548
3,170,11,12,1300,Nizami m.,0.9166666666666666,1,1,752,1187.590425531915
3,77,18,23,1599,28 May m.,0.782608695652174,1,1,1066,1281.5741088180112
2,70,3,17,1200,Nərimanov r.,0.17647058823529413,1,1,515,1025.102912621359
3,150,13,18,1500,28 May m.,0.7222222222222222,1,1,1066,1281.5741088180112
4,90,4,7,1700,Xətai r.,0.5714285714285714,0,1,228,1175.798245614035
3,80,3,15,1250,Nərimanov r.,0.2,1,1,515,1025.102912621359
3,131,14,16,1300,Nərimanov r.,0.875,1,1,515,1025.102912621359
2,75,4,4,1550,İçəri Şəhər m.,1.0,0,1,226,1133.9203539823009
3,75,16,17,1600,28 May m.,0.9411764705882353,1,1,1066,1281.5741088180112
4,168,3,16,1400,Nəriman Nərimanov m.,0.1875,1,1,1211,946.3137902559868
4,192,8,16,1200,Elmlər Akademiyası m.,0.5,1,1,662,1093.358006042296
2,90,12,22,1300,28 May m.,0.5454545454545454,1,1,1066,1281.5741088180112
2,90,2,27,1000,8 Noyabr m.,0.07407407407407407,1,1,624,1178.1826923076924
2,70,9,20,1050,Nəsimi r.,0.45,1,1,739,1119.722598105548
2,65,20,27,1000,8 Noyabr m.,0.7407407407407407,1,1,624,1178.1826923076924
2,70,10,16,1199,Nəriman Nərimanov m.,0.625,1,1,1211,946.3137902559868
3,100,12,18,1000,20 Yanvar m.,0.6666666666666666,1,1,620,771.0661290322581
3,140,13,19,1800,28 May m.,0.6842105263157895,1,1,1066,1281.5741088180112
3,100,11,18,1000,20 Yanvar m.,0.6111111111111112,1,1,620,771.0661290322581
2,90,2,16,1300,28 May m.,0.125,1,1,1066,1281.5741088180112
2,70,5,7,1500,Ağ şəhər q.,0.7142857142857143,0,1,501,1833.62874251497
2,100,13,15,1250,28 May m.,0.8666666666666667,1,1,1066,1281.5741088180112
3,90,16,17,1500,28 May m.,0.9411764705882353,1,1,1066,1281.5741088180112
2,80,17,18,1300,Şah İsmayıl Xətai m.,0.9444444444444444,1,1,1078,1210.7810760667903
2,105,24,24,1150,Şah İsmayıl Xətai m.,1.0,1,1,1078,1210.7810760667903
2,60,8,16,1200,Nəriman Nərimanov m.,0.5,1,1,1211,946.3137902559868
3,120,5,6,2000,Elmlər Akademiyası m.,0.8333333333333334,0,1,662,1093.358006042296
2,75,5,7,1500,Nardaran q.,0.7142857142857143,0,1,20,1142.15
2,70,2,7,1200,Nardaran q.,0.2857142857142857,0,1,20,1142.15
3,115,18,19,1300,Gənclik m.,0.9473684210526315,1,1,521,966.3109404990403
3,115,13,16,1500,Elmlər Akademiyası m.,0.8125,1,1,662,1093.358006042296
3,130,4,7,2000,Ağ şəhər q.,0.5714285714285714,0,1,501,1833.62874251497
2,110,26,27,1550,8 Noyabr m.,0.9629629629629629,1,1,624,1178.1826923076924
3,110,5,16,1500,Nizami m.,0.3125,1,1,752,1187.590425531915
3,130,3,7,2500,Ağ şəhər q.,0.42857142857142855,0,1,501,1833.62874251497
4,170,3,16,1230,Nəriman Nərimanov m.,0.1875,1,1,1211,946.3137902559868
3,110,2,5,1100,İçəri Şəhər m.,0.4,0,1,226,1133.9203539823009
3,165,7,20,1600,Nizami m.,0.35,1,1,752,1187.590425531915
2,105,27,27,1550,8 Noyabr m.,1.0,1,1,624,1178.1826923076924
2,70,5,20,1400,Şah İsmayıl Xətai m.,0.25,1,1,1078,1210.7810760667903
3,150,15,16,1400,Nizami m.,0.9375,1,1,752,1187.590425531915
3,136,8,20,1100,İnşaatçılar m.,0.4,1,1,636,727.9591194968554
2,65,13,20,1050,Şah İsmayıl Xətai m.,0.65,1,1,1078,1210.7810760667903
3,86,10,16,1100,28 May m.,0.625,1,1,1066,1281.5741088180112
2,55,5,16,1050,Nərimanov r.,0.3125,1,1,515,1025.102912621359
3,80,4,15,1200,Nərimanov r.,0.26666666666666666,1,1,515,1025.102912621359
2,80,8,19,1050,28 May m.,0.42105263157894735,1,1,1066,1281.5741088180112
2,90,6,8,1500,Ağ şəhər q.,0.75,0,1,501,1833.62874251497
2,105,27,27,1500,8 Noyabr m.,1.0,1,1,624,1178.1826923076924
3,75,16,17,1600,28 May m.,0.9411764705882353,1,1,1066,1281.5741088180112
4,210,13,16,2200,Sahil m.,0.8125,1,1,278,1223.8021582733813
2,80,7,16,1000,28 May m.,0.4375,1,1,1066,1281.5741088180112
2,100,3,24,1200,Şah İsmayıl Xətai m.,0.125,1,1,1078,1210.7810760667903
4,170,16,17,1400,Nizami m.,0.9411764705882353,1,1,752,1187.590425531915
3,78,6,17,1399,28 May m.,0.35294117647058826,1,1,1066,1281.5741088180112
2,80,8,11,1650,Nizami m.,0.7272727272727273,0,1,752,1187.590425531915
3,115,14,16,1200,Nizami m.,0.875,1,1,752,1187.590425531915
4,168,3,16,1400,Nəriman Nərimanov m.,0.1875,1,1,1211,946.3137902559868
3,120,14,18,1100,Nizami m.,0.7777777777777778,1,1,752,1187.590425531915
3,110,13,17,1170,Nizami m.,0.7647058823529411,1,1,752,1187.590425531915
2,90,2,6,1200,Şah İsmayıl Xətai m.,0.3333333333333333,0,1,1078,1210.7810760667903
3,132,9,16,2200,28 May m.,0.5625,1,1,1066,1281.5741088180112
2,70,9,18,1200,Elmlər Akademiyası m.,0.5,1,1,662,1093.358006042296
3,75,15,16,1200,20 Yanvar m.,0.9375,1,1,620,771.0661290322581
3,105,5,10,1000,Sahil m.,0.5,0,1,278,1223.8021582733813
3,145,9,27,1700,Yasamal r.,0.3333333333333333,1,1,180,888.6555555555556
4,115,10,16,1200,Gənclik m.,0.625,1,1,521,966.3109404990403
3,160,10,24,1350,Şah İsmayıl Xətai m.,0.4166666666666667,1,1,1078,1210.7810760667903
3,135,13,17,1600,28 May m.,0.7647058823529411,1,1,1066,1281.5741088180112
2,95,5,18,1000,28 May m.,0.2777777777777778,1,1,1066,1281.5741088180112
3,105,14,18,1000,Nərimanov r.,0.7777777777777778,1,1,515,1025.102912621359
2,70,7,17,1200,Elmlər Akademiyası m.,0.4117647058823529,1,1,662,1093.358006042296
3,110,13,16,1150,Şah İsmayıl Xətai m.,0.8125,1,1,1078,1210.7810760667903
3,123,5,13,1050,Elmlər Akademiyası m.,0.38461538461538464,1,1,662,1093.358006042296
3,151,8,18,1300,Şah İsmayıl Xətai m.,0.4444444444444444,1,1,1078,1210.7810760667903
3,73,15,17,1200,20 Yanvar m.,0.8823529411764706,1,1,620,771.0661290322581
3,200,10,22,2000,Şah İsmayıl Xətai m.,0.45454545454545453,1,1,1078,1210.7810760667903
3,142,10,28,1500,8 Noyabr m.,0.35714285714285715,1,1,624,1178.1826923076924
2,100,4,6,2000,Şah İsmayıl Xətai m.,0.6666666666666666,0,1,1078,1210.7810760667903
2,48,3,5,500,Memar Əcəmi m.,0.6,0,1,410,626.4536585365854
4,152,4,5,1500,Yasamal r.,0.8,0,1,180,888.6555555555556
3,95,2,5,1000,Nəsimi r.,0.4,0,1,739,1119.722598105548
2,70,5,14,1499,Nizami m.,0.35714285714285715,1,1,752,1187.590425531915
2,60,7,19,1200,Nizami m.,0.3684210526315789,1,1,752,1187.590425531915
2,65,13,16,1500,28 May m.,0.8125,1,1,1066,1281.5741088180112
3,115,3,17,1100,Gənclik m.,0.17647058823529413,1,1,521,966.3109404990403
3,140,3,5,1000,Elmlər Akademiyası m.,0.6,0,1,662,1093.358006042296
3,100,6,14,1500,Nizami m.,0.42857142857142855,1,1,752,1187.590425531915
3,114,14,16,1200,Nizami m.,0.875,1,1,752,1187.590425531915
3,80,3,15,1250,Nərimanov r.,0.2,1,1,515,1025.102912621359
3,120,3,17,1100,Gənclik m.,0.17647058823529413,1,1,521,966.3109404990403
4,170,4,16,1400,Nəriman Nərimanov m.,0.25,1,1,1211,946.3137902559868
3,110,14,18,1000,Gənclik m.,0.7777777777777778,1,1,521,966.3109404990403
2,110,12,27,1500,8 Noyabr m.,0.4444444444444444,1,1,624,1178.1826923076924
3,70,16,17,1600,28 May m.,0.9411764705882353,1,1,1066,1281.5741088180112
2,52,2,13,1500,İnşaatçılar m.,0.15384615384615385,1,1,636,727.9591194968554
2,85,10,17,1400,28 May m.,0.5882352941176471,1,1,1066,1281.5741088180112
2,110,12,27,1500,8 Noyabr m.,0.4444444444444444,1,1,624,1178.1826923076924
2,90,6,9,1500,Xətai r.,0.6666666666666666,0,1,228,1175.798245614035
2,90,3,16,1200,Binəqədi r.,0.1875,1,1,49,692.6530612244898
3,110,10,27,1300,8 Noyabr m.,0.37037037037037035,1,1,624,1178.1826923076924
2,65,8,16,1200,Nəriman Nərimanov m.,0.5,1,1,1211,946.3137902559868
3,115,14,16,1000,Nizami m.,0.875,1,1,752,1187.590425531915
2,70,12,16,1000,Gənclik m.,0.75,1,1,521,966.3109404990403
3,120,14,18,1600,Nərimanov r.,0.7777777777777778,1,1,515,1025.102912621359
2,80,7,18,1199,Nəsimi r.,0.3888888888888889,1,1,739,1119.722598105548
3,110,3,5,1200,İçəri Şəhər m.,0.6,0,1,226,1133.9203539823009
3,102,6,7,1800,Ağ şəhər q.,0.8571428571428571,0,1,501,1833.62874251497
3,110,11,27,1500,8 Noyabr m.,0.4074074074074074,1,1,624,1178.1826923076924
2,90,8,18,1200,Şah İsmayıl Xətai m.,0.4444444444444444,1,1,1078,1210.7810760667903
4,205,3,14,1500,28 May m.,0.21428571428571427,1,1,1066,1281.5741088180112
2,68,9,18,1200,Elmlər Akademiyası m.,0.5,1,1,662,1093.358006042296
3,110,7,12,1000,28 May m.,0.5833333333333334,1,1,1066,1281.5741088180112
3,145,15,18,1500,Badamdar q.,0.8333333333333334,1,1,77,881.1428571428571
3,120,7,19,1100,Nəriman Nərimanov m.,0.3684210526315789,1,1,1211,946.3137902559868
3,150,10,17,2000,Nəsimi r.,0.5882352941176471,1,1,739,1119.722598105548
3,130,6,7,1400,8 Noyabr m.,0.8571428571428571,0,1,624,1178.1826923076924
2,100,7,18,1200,Nizami m.,0.3888888888888889,1,1,752,1187.590425531915
4,180,7,18,1500,Nəsimi r.,0.3888888888888889,1,1,739,1119.722598105548
3,110,10,27,1300,8 Noyabr m.,0.37037037037037035,1,1,624,1178.1826923076924
3,115,4,18,1100,8 Noyabr m.,0.2222222222222222,1,1,624,1178.1826923076924
2,96,9,15,1000,Nəriman Nərimanov m.,0.6,1,1,1211,946.3137902559868
2,95,10,10,1000,Nəsimi r.,1.0,0,1,739,1119.722598105548
2,108,27,27,1700,8 Noyabr m.,1.0,1,1,624,1178.1826923076924
3,125,13,16,1500,Şah İsmayıl Xətai m.,0.8125,1,1,1078,1210.7810760667903
2,70,9,20,1200,Elmlər Akademiyası m.,0.45,1,1,662,1093.358006042296
2,70,12,19,1500,Şah İsmayıl Xətai m.,0.631578947368421,1,1,1078,1210.7810760667903
2,90,2,17,1300,28 May m.,0.11764705882352941,1,1,1066,1281.5741088180112
3,200,7,14,1200,Şah İsmayıl Xətai m.,0.5,1,1,1078,1210.7810760667903
4,160,4,5,1500,Elmlər Akademiyası m.,0.8,0,1,662,1093.358006042296
3,110,4,7,1700,Ağ şəhər q.,0.5714285714285714,0,1,501,1833.62874251497
3,120,5,18,1300,Sahil m.,0.2777777777777778,1,1,278,1223.8021582733813
3,80,3,15,1200,Nərimanov r.,0.2,1,1,515,1025.102912621359
2,75,4,8,1300,Nizami m.,0.5,0,1,752,1187.590425531915
3,123,9,16,1100,Şah İsmayıl Xətai m.,0.5625,1,1,1078,1210.7810760667903
3,130,4,7,1400,8 Noyabr m.,0.5714285714285714,0,1,624,1178.1826923076924
2,100,7,18,1200,Nizami m.,0.3888888888888889,1,1,752,1187.590425531915
2,90,6,9,1500,Ağ şəhər q.,0.6666666666666666,0,1,501,1833.62874251497
3,115,4,17,1100,8 Noyabr m.,0.23529411764705882,1,1,624,1178.1826923076924
3,90,4,6,1200,28 May m.,0.6666666666666666,0,1,1066,1281.5741088180112
3,125,6,20,2200,Nizami m.,0.3,1,1,752,1187.590425531915
3,135,3,17,1500,Nizami m.,0.17647058823529413,1,1,752,1187.590425531915
3,120,10,16,1400,28 May m.,0.625,1,1,1066,1281.5741088180112
3,172,10,18,2500,Yasamal r.,0.5555555555555556,1,1,180,888.6555555555556
2,90,8,18,1300,Şah İsmayıl Xətai m.,0.4444444444444444,1,1,1078,1210.7810760667903
3,72,7,22,1700,28 May m.,0.3181818181818182,1,1,1066,1281.5741088180112
3,100,7,9,1500,28 May m.,0.7777777777777778,0,1,1066,1281.5741088180112
3,110,3,7,1700,Şah İsmayıl Xətai m.,0.42857142857142855,0,1,1078,1210.7810760667903
3,105,5,7,1700,Şah İsmayıl Xətai m.,0.7142857142857143,0,1,1078,1210.7810760667903
3,120,6,16,1400,Nizami m.,0.375,1,1,752,1187.590425531915
3,95,6,20,1899,Elmlər Akademiyası m.,0.3,1,1,662,1093.358006042296
3,132,7,19,1800,Elmlər Akademiyası m.,0.3684210526315789,1,1,662,1093.358006042296
3,140,6,16,1150,Nəsimi r.,0.375,1,1,739,1119.722598105548
3,145,10,27,1500,8 Noyabr m.,0.37037037037037035,1,1,624,1178.1826923076924
2,90,17,18,1200,Nəsimi r.,0.9444444444444444,1,1,739,1119.722598105548
2,99,2,17,1299,28 May m.,0.11764705882352941,1,1,1066,1281.5741088180112
3,148,18,27,1700,8 Noyabr m.,0.6666666666666666,1,1,624,1178.1826923076924
3,87,4,18,1900,Elmlər Akademiyası m.,0.2222222222222222,1,1,662,1093.358006042296
2,75,10,18,1000,Şah İsmayıl Xətai m.,0.5555555555555556,1,1,1078,1210.7810760667903
2,75,11,17,1499,Nizami m.,0.6470588235294118,1,1,752,1187.590425531915
3,178,16,18,1600,Nizami m.,0.8888888888888888,1,1,752,1187.590425531915
3,85,15,17,1600,28 May m.,0.8823529411764706,1,1,1066,1281.5741088180112
3,105,14,18,1000,Nərimanov r.,0.7777777777777778,1,1,515,1025.102912621359
4,144,10,16,1200,Nərimanov r.,0.625,1,1,515,1025.102912621359
3,150,9,27,2000,8 Noyabr m.,0.3333333333333333,1,1,624,1178.1826923076924
3,120,9,17,1100,28 May m.,0.5294117647058824,1,1,1066,1281.5741088180112
2,55,2,6,1400,Ağ şəhər q.,0.3333333333333333,0,1,501,1833.62874251497
4,210,8,19,1800,Yasamal r.,0.42105263157894735,1,1,180,888.6555555555556
3,100,2,16,1200,Nəsimi r.,0.125,1,1,739,1119.722598105548
4,190,9,10,1900,Nizami m.,0.9,0,1,752,1187.590425531915
4,176,5,16,1500,Koroğlu m.,0.3125,1,1,43,915.5813953488372
4,100,5,9,1200,Gənclik m.,0.5555555555555556,0,1,521,966.3109404990403
2,70,9,14,1200,Nərimanov r.,0.6428571428571429,1,1,515,1025.102912621359
3,110,6,27,1300,8 Noyabr m.,0.2222222222222222,1,1,624,1178.1826923076924
4,200,11,17,1800,Elmlər Akademiyası m.,0.6470588235294118,1,1,662,1093.358006042296
3,140,4,14,1000,Badamdar q.,0.2857142857142857,1,1,77,881.1428571428571
2,68,8,16,1400,Elmlər Akademiyası m.,0.5,1,1,662,1093.358006042296
3,168,15,22,2500,Elmlər Akademiyası m.,0.6818181818181818,1,1,662,1093.358006042296
4,170,20,27,2500,8 Noyabr m.,0.7407407407407407,1,1,624,1178.1826923076924
3,102,20,24,1000,Şah İsmayıl Xətai m.,0.8333333333333334,1,1,1078,1210.7810760667903
2,100,8,25,1450,8 Noyabr m.,0.32,1,1,624,1178.1826923076924
2,80,3,18,1000,28 May m.,0.16666666666666666,1,1,1066,1281.5741088180112
4,168,3,16,1400,Nəriman Nərimanov m.,0.1875,1,1,1211,946.3137902559868
2,70,3,5,1400,28 May m.,0.6,0,1,1066,1281.5741088180112
2,60,3,5,1290,28 May m.,0.6,0,1,1066,1281.5741088180112
3,120,12,17,1100,Nərimanov r.,0.7058823529411765,1,1,515,1025.102912621359
4,150,15,16,1400,Nizami m.,0.9375,1,1,752,1187.590425531915
2,70,5,7,1500,Ağ şəhər q.,0.7142857142857143,0,1,501,1833.62874251497
3,140,16,17,1300,Nizami m.,0.9411764705882353,1,1,752,1187.590425531915
4,170,3,16,1400,Nəriman Nərimanov m.,0.1875,1,1,1211,946.3137902559868
2,80,12,18,1500,Nəriman Nərimanov m.,0.6666666666666666,1,1,1211,946.3137902559868
2,110,3,4,1100,Sahil m.,0.75,0,1,278,1223.8021582733813
4,180,10,18,2400,28 May m.,0.5555555555555556,1,1,1066,1281.5741088180112
3,124,4,15,1200,Gənclik m.,0.26666666666666666,1,1,521,966.3109404990403
3,105,9,15,1000,Gənclik m.,0.6,1,1,521,966.3109404990403
3,115,7,17,1100,20 Yanvar m.,0.4117647058823529,1,1,620,771.0661290322581
3,130,14,17,1400,28 May m.,0.8235294117647058,1,1,1066,1281.5741088180112
2,85,13,18,1100,Nəriman Nərimanov m.,0.7222222222222222,1,1,1211,946.3137902559868
3,140,2,5,1700,Sahil m.,0.4,0,1,278,1223.8021582733813
2,70,10,17,1000,28 May m.,0.5882352941176471,1,1,1066,1281.5741088180112
3,150,9,18,1000,Badamdar q.,0.5,1,1,77,881.1428571428571
3,130,13,17,2000,Nəriman Nərimanov m.,0.7647058823529411,1,1,1211,946.3137902559868
2,58,8,16,1300,Nizami m.,0.5,1,1,752,1187.590425531915
3,80,10,18,1200,Elmlər Akademiyası m.,0.5555555555555556,1,1,662,1093.358006042296
3,117,14,16,1200,Nizami m.,0.875,1,1,752,1187.590425531915
4,160,15,16,1400,Nizami m.,0.9375,1,1,752,1187.590425531915
3,126,8,16,1300,Elmlər Akademiyası m.,0.5,1,1,662,1093.358006042296
2,90,2,17,1300,28 May m.,0.11764705882352941,1,1,1066,1281.5741088180112
2,75,13,22,1050,Şah İsmayıl Xətai m.,0.5909090909090909,1,1,1078,1210.7810760667903
3,140,10,17,1200,Nəsimi r.,0.5882352941176471,1,1,739,1119.722598105548
3,120,2,7,1800,Ağ şəhər q.,0.2857142857142857,0,1,501,1833.62874251497
4,120,4,5,1050,Elmlər Akademiyası m.,0.8,0,1,662,1093.358006042296
3,95,7,18,1799,Elmlər Akademiyası m.,0.3888888888888889,1,1,662,1093.358006042296
3,125,15,18,1100,Şah İsmayıl Xətai m.,0.8333333333333334,1,1,1078,1210.7810760667903
3,105,14,18,1000,Nərimanov r.,0.7777777777777778,1,1,515,1025.102912621359
4,175,3,16,1399,Nəriman Nərimanov m.,0.1875,1,1,1211,946.3137902559868
2,65,15,27,1000,8 Noyabr m.,0.5555555555555556,1,1,624,1178.1826923076924
3,168,15,20,2500,Elmlər Akademiyası m.,0.75,1,1,662,1093.358006042296
2,90,2,18,1300,28 May m.,0.1111111111111111,1,1,1066,1281.5741088180112
3,145,10,27,2400,8 Noyabr m.,0.37037037037037035,1,1,624,1178.1826923076924
3,80,15,16,1200,20 Yanvar m.,0.9375,1,1,620,771.0661290322581
3,135,10,16,1500,Nizami m.,0.625,1,1,752,1187.590425531915
4,200,16,18,1800,Elmlər Akademiyası m.,0.8888888888888888,1,1,662,1093.358006042296
3,120,5,18,1200,Şah İsmayıl Xətai m.,0.2777777777777778,1,1,1078,1210.7810760667903
3,120,6,15,2500,Nizami m.,0.4,1,1,752,1187.590425531915
2,58,8,16,1300,Nizami m.,0.5,1,1,752,1187.590425531915
3,130,7,8,1300,8 Noyabr m.,0.875,0,1,624,1178.1826923076924
3,100,8,8,1700,Xətai r.,1.0,0,1,228,1175.798245614035
2,100,15,18,1150,Nəriman Nərimanov m.,0.8333333333333334,1,1,1211,946.3137902559868
4,157,15,16,1399,Nizami m.,0.9375,1,1,752,1187.590425531915
2,60,8,16,1300,Nizami m.,0.5,1,1,752,1187.590425531915
3,110,13,16,1000,Nərimanov r.,0.8125,1,1,515,1025.102912621359
3,120,6,33,2500,Səbail r.,0.18181818181818182,1,1,108,1204.2962962962963
3,105,10,16,1500,Nizami m.,0.625,1,1,752,1187.590425531915
2,60,8,16,1300,Nizami m.,0.5,1,1,752,1187.590425531915
4,230,14,27,2000,Şah İsmayıl Xətai m.,0.5185185185185185,1,1,1078,1210.7810760667903
3,140,5,16,1350,Nəsimi r.,0.3125,1,1,739,1119.722598105548
2,60,8,16,1300,Nizami m.,0.5,1,1,752,1187.590425531915
2,75,11,18,1600,Elmlər Akademiyası m.,0.6111111111111112,1,1,662,1093.358006042296
3,175,14,21,1800,Yasamal r.,0.6666666666666666,1,1,180,888.6555555555556
4,172,16,19,2000,Səbail r.,0.8421052631578947,1,1,108,1204.2962962962963
4,155,5,10,1900,Nizami m.,0.5,0,1,752,1187.590425531915
3,110,14,15,1500,Nəsimi r.,0.9333333333333333,1,1,739,1119.722598105548
3,124,15,18,1100,Şah İsmayıl Xətai m.,0.8333333333333334,1,1,1078,1210.7810760667903
3,145,17,27,1500,8 Noyabr m.,0.6296296296296297,1,1,624,1178.1826923076924
3,110,2,7,1700,Ağ şəhər q.,0.2857142857142857,0,1,501,1833.62874251497
3,114,14,16,1200,Nizami m.,0.875,1,1,752,1187.590425531915
3,140,7,16,1200,Nəriman Nərimanov m.,0.4375,1,1,1211,946.3137902559868
2,85,13,16,1100,Nəriman Nərimanov m.,0.8125,1,1,1211,946.3137902559868
2,90,5,8,1000,Nəsimi r.,0.625,0,1,739,1119.722598105548
2,85,13,16,1100,Nəriman Nərimanov m.,0.8125,1,1,1211,946.3137902559868
4,155,4,5,1499,Elmlər Akademiyası m.,0.8,0,1,662,1093.358006042296
3,105,2,7,1100,Ağ şəhər q.,0.2857142857142857,0,1,501,1833.62874251497
2,60,8,16,1300,Nizami m.,0.5,1,1,752,1187.590425531915
3,135,7,16,1800,28 May m.,0.4375,1,1,1066,1281.5741088180112
2,85,13,16,1100,Nəriman Nərimanov m.,0.8125,1,1,1211,946.3137902559868
2,58,8,16,1300,Nizami m.,0.5,1,1,752,1187.590425531915
4,145,9,20,1199,Şah İsmayıl Xətai m.,0.45,1,1,1078,1210.7810760667903
3,100,3,9,899,Yasamal r.,0.3333333333333333,0,1,180,888.6555555555556
4,165,3,3,1700,Sahil m.,1.0,0,1,278,1223.8021582733813
3,137,14,16,1300,Nərimanov r.,0.875,1,1,515,1025.102912621359
2,83,7,17,1100,28 May m.,0.4117647058823529,1,1,1066,1281.5741088180112
2,80,16,20,1099,Nərimanov r.,0.8,1,1,515,1025.102912621359
3,130,4,14,1000,Gənclik m.,0.2857142857142857,1,1,521,966.3109404990403
3,134,7,18,1250,Nəsimi r.,0.3888888888888889,1,1,739,1119.722598105548
2,60,13,16,1550,Nizami m.,0.8125,1,1,752,1187.590425531915
2,64,13,20,1050,Şah İsmayıl Xətai m.,0.65,1,1,1078,1210.7810760667903
2,85,13,16,1100,Nəriman Nərimanov m.,0.8125,1,1,1211,946.3137902559868
3,130,10,12,1700,Sumqayıt,0.8333333333333334,1,0,142,499.78169014084506
3,75,10,16,1400,Bakmil m.,0.625,1,1,32,1116.25
2,65,6,20,1300,Şah İsmayıl Xətai m.,0.3,1,1,1078,1210.7810760667903
3,102,20,24,1000,Şah İsmayıl Xətai m.,0.8333333333333334,1,1,1078,1210.7810760667903
2,90,7,28,2000,Nəsimi r.,0.25,1,1,739,1119.722598105548
3,103,5,22,1500,8 Noyabr m.,0.22727272727272727,1,1,624,1178.1826923076924
2,85,13,16,1100,Nəriman Nərimanov m.,0.8125,1,1,1211,946.3137902559868
2,82,3,7,1000,Sea Breeze q.,0.42857142857142855,0,1,44,1097.0
3,90,7,16,1000,Nərimanov r.,0.4375,1,1,515,1025.102912621359
2,95,6,12,1200,28 May m.,0.5,1,1,1066,1281.5741088180112
3,115,6,6,1800,Ağ şəhər q.,1.0,0,1,501,1833.62874251497
3,125,10,12,1700,Sumqayıt,0.8333333333333334,1,0,142,499.78169014084506
3,135,3,6,2000,Ağ şəhər q.,0.5,0,1,501,1833.62874251497
2,65,10,16,1350,Şah İsmayıl Xətai m.,0.625,1,1,1078,1210.7810760667903
3,120,10,16,1299,Nəriman Nərimanov m.,0.625,1,1,1211,946.3137902559868
4,160,16,16,1000,Qara Qarayev m.,1.0,1,1,322,761.6521739130435
2,60,4,6,1500,Ağ şəhər q.,0.6666666666666666,0,1,501,1833.62874251497
3,120,4,14,1000,Gənclik m.,0.2857142857142857,1,1,521,966.3109404990403
3,80,3,15,1250,Nəriman Nərimanov m.,0.2,1,1,1211,946.3137902559868
3,105,14,18,1000,Gənclik m.,0.7777777777777778,1,1,521,966.3109404990403
3,140,4,7,2200,Şah İsmayıl Xətai m.,0.5714285714285714,0,1,1078,1210.7810760667903
2,110,10,17,1000,Nəriman Nərimanov m.,0.5882352941176471,1,1,1211,946.3137902559868
3,110,4,14,1000,Gənclik m.,0.2857142857142857,1,1,521,966.3109404990403
3,150,7,7,2500,Ağ şəhər q.,1.0,0,1,501,1833.62874251497
