rooms,area_m2,floor_current,floor_total,location,price
3,103,5,16,"Elan №5717284 - Bakı, Elmlər Akademiyası m., 3 otaqlı, 103 m², 5/16 mərtəbə",800
3,125,14,17,"Elan №5705596 - Bakı, Həzi Aslanov m., 3 otaqlı, 125 m², 14/17 mərtəbə",750
3,115,4,7,"Elan №4748966 - Bakı, Ağ şəhər q., 3 otaqlı, 115 m², 4/7 mərtəbə",3300
2,50,14,19,"Elan №5634859 - Bakı, Nəsimi r., 2 otaqlı, 50 m², 14/19 mərtəbə",800
2,100,6,12,"Elan №5225176 - Bakı, Nizami m., 2 otaqlı, 100 m², 6/12 mərtəbə",1300
2,55,1,16,"Elan №5717283 - Bakı, Dərnəgül m., 2 otaqlı, 55 m², 1/16 mərtəbə",700
2,110,9,18,"Elan №5717282 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 110 m², 9/18 mərtəbə",1099
3,148,11,27,"Elan №5648999 - Bakı, 8 Noyabr m., 3 otaqlı, 148 m², 11/27 mərtəbə",1500
3,110,9,17,"Elan №5704741 - Bakı, Nəsimi r., 3 otaqlı, 110 m², 9/17 mərtəbə",1450
2,110,9,18,"Elan №5717267 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 110 m², 9/18 mərtəbə",1100
2,100,7,18,"Elan №5717278 - Bakı, Gənclik m., 2 otaqlı, 100 m², 7/18 mərtəbə",1000
3,120,4,10,"Elan №5714597 - Bakı, Memar Əcəmi m., 3 otaqlı, 120 m², 4/10 mərtəbə",900
2,70,6,14,"Elan №5364057 - Bakı, Nizami m., 2 otaqlı, 70 m², 6/14 mərtəbə",1300
2,80,4,12,"Elan №5717271 - Bakı, Nizami m., 2 otaqlı, 80 m², 4/12 mərtəbə",1400
2,95,10,16,"Elan №5717261 - Bakı, Nəsimi r., 2 otaqlı, 95 m², 10/16 mərtəbə",1000
2,79,6,17,"Elan №5717259 - Bakı, Azadlıq Prospekti m., 2 otaqlı, 79 m², 6/17 mərtəbə",800
2,66,16,21,"Elan №5678810 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 66 m², 16/21 mərtəbə",1200
2,70,4,18,"Elan №5717246 - Bakı, Həzi Aslanov q., 2 otaqlı, 70 m², 4/18 mərtəbə",800
4,200,10,18,"Elan №5717244 - Bakı, Nəsimi r., 4 otaqlı, 200 m², 10/18 mərtəbə",1500
3,125,14,17,"Elan №5717240 - Bakı, Qara Qarayev m., 3 otaqlı, 125 m², 14/17 mərtəbə",1000
2,70,5,17,"Elan №5717238 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 70 m², 5/17 mərtəbə",1400
3,130,21,21,"Elan №5717234 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 130 m², 21/21 mərtəbə",999
2,67,7,17,"Elan №5630882 - Bakı, Nərimanov r., 2 otaqlı, 67 m², 7/17 mərtəbə",1400
3,65,7,9,"Elan №5717228 - Bakı, Əhmədli m., 3 otaqlı, 65 m², 7/9 mərtəbə",600
3,110,19,27,"Elan №5717224 - Bakı, 8 Noyabr m., 3 otaqlı, 110 m², 19/27 mərtəbə",2200
3,65,6,9,"Elan №5708205 - Bakı, Xalqlar Dostluğu m., 3 otaqlı, 65 m², 6/9 mərtəbə",600
2,100,13,16,"Elan №5642574 - Bakı, Nizami m., 2 otaqlı, 100 m², 13/16 mərtəbə",1400
3,110,6,17,"Elan №5234821 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 110 m², 6/17 mərtəbə",1150
2,80,12,18,"Elan №5717215 - Bakı, Gənclik m., 2 otaqlı, 80 m², 12/18 mərtəbə",949
2,60,5,17,"Elan №5717214 - Bakı, İnşaatçılar m., 2 otaqlı, 60 m², 5/17 mərtəbə",650
2,55,12,20,"Elan №5717212 - Bakı, 20 Yanvar m., 2 otaqlı, 55 m², 12/20 mərtəbə",800
3,150,15,18,"Elan №5717209 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 150 m², 15/18 mərtəbə",1900
3,110,5,7,"Elan №5566516 - Bakı, Ağ şəhər q., 3 otaqlı, 110 m², 5/7 mərtəbə",4000
3,150,13,16,"Elan №5717199 - Bakı, Nəsimi r., 3 otaqlı, 150 m², 13/16 mərtəbə",1200
2,50,2,3,"Elan №5717195 - Bakı, 8 Noyabr m., 2 otaqlı, 50 m², 2/3 mərtəbə",648
3,105,14,18,"Elan №5717194 - Bakı, 7-ci mikrorayon q., 3 otaqlı, 105 m², 14/18 mərtəbə",750
2,45,3,5,"Elan №5717189 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 45 m², 3/5 mərtəbə",650
4,140,4,7,"Elan №5683151 - Bakı, Şah İsmayıl Xətai m., 4 otaqlı, 140 m², 4/7 mərtəbə",2500
3,110,5,5,"Elan №5717184 - Bakı, Ağ şəhər q., 3 otaqlı, 110 m², 5/5 mərtəbə",2450
3,140,10,17,"Elan №5717185 - Bakı, 8 Noyabr m., 3 otaqlı, 140 m², 10/17 mərtəbə",1200
2,65,6,20,"Elan №5717182 - Bakı, Ağ şəhər q., 2 otaqlı, 65 m², 6/20 mərtəbə",1500
3,130,12,18,"Elan №5704818 - Bakı, Nizami m., 3 otaqlı, 130 m², 12/18 mərtəbə",2000
1,35,20,20,"Elan №5717176 - Bakı, Nərimanov r., 1 otaqlı, 35 m², 20/20 mərtəbə",599
3,75,4,4,"Elan №5717177 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 75 m², 4/4 mərtəbə",1000
1,43,3,8,"Elan №5717175 - Bakı, Bakıxanov q., 1 otaqlı, 43 m², 3/8 mərtəbə",450
1,35,4,20,"Elan №5717174 - Bakı, 20 Yanvar m., 1 otaqlı, 35 m², 4/20 mərtəbə",549
3,100,9,18,"Elan №5717173 - Bakı, Nizami r., 3 otaqlı, 100 m², 9/18 mərtəbə",750
2,105,9,18,"Elan №5717171 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 105 m², 9/18 mərtəbə",1100
2,100,17,18,"Elan №5717169 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 100 m², 17/18 mərtəbə",1000
3,145,7,16,"Elan №5717165 - Bakı, 28 May m., 3 otaqlı, 145 m², 7/16 mərtəbə",1600
2,80,20,20,"Elan №5660762 - Bakı, 28 May m., 2 otaqlı, 80 m², 20/20 mərtəbə",1050
3,160,6,10,"Elan №5686922 - Bakı, Gənclik m., 3 otaqlı, 160 m², 6/10 mərtəbə",1100
2,75,7,9,"Elan №5706964 - Bakı, Elmlər Akademiyası m., 2 otaqlı, 75 m², 7/9 mərtəbə",750
4,180,15,33,"Elan №5375764 - Bakı, 28 May m., 4 otaqlı, 180 m², 15/33 mərtəbə",4500
2,62,6,6,"Elan №5674950 - Bakı, Nəsimi r., 2 otaqlı, 62 m², 6/6 mərtəbə",1000
3,145,8,18,"Elan №5344862 - Bakı, 28 May m., 3 otaqlı, 145 m², 8/18 mərtəbə",1700
3,105,15,20,"Elan №5712013 - Bakı, Elmlər Akademiyası m., 3 otaqlı, 105 m², 15/20 mərtəbə",1300
2,66,4,6,"Elan №5398786 - Bakı, Ağ şəhər q., 2 otaqlı, 66 m², 4/6 mərtəbə",1400
3,70,2,16,"Elan №5717142 - Bakı, 20 Yanvar m., 3 otaqlı, 70 m², 2/16 mərtəbə",650
3,150,2,14,"Elan №5675013 - Bakı, Nizami m., 3 otaqlı, 150 m², 2/14 mərtəbə",2000
3,75,8,9,"Elan №5717139 - Bakı, Neftçilər m., 3 otaqlı, 75 m², 8/9 mərtəbə",185
2,45,2,4,"Elan №5710039 - Bakı, İçəri Şəhər m., 2 otaqlı, 45 m², 2/4 mərtəbə",650
3,135,5,10,"Elan №5639182 - Bakı, Elmlər Akademiyası m., 3 otaqlı, 135 m², 5/10 mərtəbə",1300
2,65,8,9,"Elan №5717124 - Bakı, Həzi Aslanov q., 2 otaqlı, 65 m², 8/9 mərtəbə",450
2,82,10,12,"Elan №5647892 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 82 m², 10/12 mərtəbə",950
2,112,17,18,"Elan №5713466 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 112 m², 17/18 mərtəbə",950
3,105,10,17,"Elan №5685019 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 105 m², 10/17 mərtəbə",1150
2,82,11,16,"Elan №5714846 - Bakı, Yasamal r., 2 otaqlı, 82 m², 11/16 mərtəbə",700
2,90,9,16,"Elan №5715163 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 90 m², 9/16 mərtəbə",850
2,65,7,9,"Elan №5717112 - Bakı, Azadlıq Prospekti m., 2 otaqlı, 65 m², 7/9 mərtəbə",500
3,110,3,4,"Elan №5641564 - Bakı, Elmlər Akademiyası m., 3 otaqlı, 110 m², 3/4 mərtəbə",1000
2,82,10,16,"Elan №5717101 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 82 m², 10/16 mərtəbə",700
2,50,4,5,"Elan №5717098 - Bakı, Nizami m., 2 otaqlı, 50 m², 4/5 mərtəbə",700
3,65,1,3,"Elan №5717054 - Bakı, Nizami m., 3 otaqlı, 65 m², 1/3 mərtəbə",600
2,50,15,17,"Elan №5708638 - Bakı, Avtovağzal m., 2 otaqlı, 50 m², 15/17 mərtəbə",525
2,65,14,27,"Elan №5717043 - Bakı, 8 Noyabr m., 2 otaqlı, 65 m², 14/27 mərtəbə",849
2,56,7,9,"Elan №5717038 - Bakı, Hövsan q., 2 otaqlı, 56 m², 7/9 mərtəbə",400
4,135,17,19,"Elan №5717012 - Bakı, Nəsimi m., 4 otaqlı, 135 m², 17/19 mərtəbə",899
2,70,8,8,"Elan №5716997 - Bakı, Masazır q., 2 otaqlı, 70 m², 8/8 mərtəbə",400
2,60,9,10,"Elan №5716992 - Bakı, Yeni Yasamal q., 2 otaqlı, 60 m², 9/10 mərtəbə",600
2,90,6,18,"Elan №5716989 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 90 m², 6/18 mərtəbə",1250
3,180,23,24,"Elan №5696815 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 180 m², 23/24 mərtəbə",1300
2,50,8,16,"Elan №5716983 - Bakı, 20 Yanvar m., 2 otaqlı, 50 m², 8/16 mərtəbə",600
2,65,2,5,"Elan №5716978 - Bakı, İçəri Şəhər m., 2 otaqlı, 65 m², 2/5 mərtəbə",850
2,66,4,11,"Elan №5716977 - Xırdalan, Xırdalan, 2 otaqlı, 66 m², 4/11 mərtəbə",400
2,60,9,18,"Elan №5716974 - Bakı, Qara Qarayev m., 2 otaqlı, 60 m², 9/18 mərtəbə",650
4,130,17,18,"Elan №5716975 - Bakı, Nəsimi m., 4 otaqlı, 130 m², 17/18 mərtəbə",900
3,70,3,5,"Elan №5716972 - Bakı, Sahil m., 3 otaqlı, 70 m², 3/5 mərtəbə",1000
2,55,3,5,"Elan №5698028 - Bakı, 20 Yanvar m., 2 otaqlı, 55 m², 3/5 mərtəbə",650
2,66,4,18,"Elan №5716959 - Bakı, İnşaatçılar m., 2 otaqlı, 66 m², 4/18 mərtəbə",600
2,60,4,5,"Elan №5716956 - Bakı, 20 Yanvar m., 2 otaqlı, 60 m², 4/5 mərtəbə",650
3,80,5,9,"Elan №5716954 - Bakı, İçəri Şəhər m., 3 otaqlı, 80 m², 5/9 mərtəbə",850
3,100,9,18,"Elan №5716951 - Bakı, 8-ci kilometr q., 3 otaqlı, 100 m², 9/18 mərtəbə",750
2,70,10,18,"Elan №5716936 - Bakı, Qara Qarayev m., 2 otaqlı, 70 m², 10/18 mərtəbə",699
3,128,5,7,"Elan №5564612 - Bakı, Sea Breeze q., 3 otaqlı, 128 m², 5/7 mərtəbə",1800
3,87,9,16,"Elan №5716935 - Bakı, 28 May m., 3 otaqlı, 87 m², 9/16 mərtəbə",1300
4,103,8,9,"Elan №5700929 - Bakı, 8 Noyabr m., 4 otaqlı, 103 m², 8/9 mərtəbə",780
2,60,14,18,"Elan №5716925 - Bakı, Nəsimi r., 2 otaqlı, 60 m², 14/18 mərtəbə",1000
2,55,2,5,"Elan №5692884 - Bakı, Biləcəri q., 2 otaqlı, 55 m², 2/5 mərtəbə",450
4,110,1,5,"Elan №5642074 - Bakı, Qara Qarayev m., 4 otaqlı, 110 m², 1/5 mərtəbə",1200
2,110,9,18,"Elan №5716902 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 110 m², 9/18 mərtəbə",1100
4,134,4,7,"Elan №5641309 - Bakı, Ağ şəhər q., 4 otaqlı, 134 m², 4/7 mərtəbə",2500
3,101,4,7,"Elan №5716890 - Bakı, Ağ şəhər q., 3 otaqlı, 101 m², 4/7 mərtəbə",2000
3,120,4,9,"Elan №5716889 - Bakı, 8-ci mikrorayon q., 3 otaqlı, 120 m², 4/9 mərtəbə",800
2,105,2,5,"Elan №5716888 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 105 m², 2/5 mərtəbə",1200
2,70,12,20,"Elan №5545323 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 70 m², 12/20 mərtəbə",1400
3,74,7,17,"Elan №5716884 - Bakı, Bakmil m., 3 otaqlı, 74 m², 7/17 mərtəbə",2000
2,60,7,18,"Elan №5716882 - Bakı, İnşaatçılar m., 2 otaqlı, 60 m², 7/18 mərtəbə",290
2,100,11,12,"Elan №5716877 - Bakı, Nərimanov r., 2 otaqlı, 100 m², 11/12 mərtəbə",1200
3,115,4,8,"Elan №5587937 - Bakı, Ağ şəhər q., 3 otaqlı, 115 m², 4/8 mərtəbə",2100
2,70,8,27,"Elan №5637570 - Bakı, 8 Noyabr m., 2 otaqlı, 70 m², 8/27 mərtəbə",1000
3,85,15,17,"Elan №5636154 - Bakı, Azadlıq Prospekti m., 3 otaqlı, 85 m², 15/17 mərtəbə",1200
3,160,13,17,"Elan №5560241 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 160 m², 13/17 mərtəbə",3000
4,200,6,17,"Elan №5639197 - Bakı, Şah İsmayıl Xətai m., 4 otaqlı, 200 m², 6/17 mərtəbə",1400
3,100,2,7,"Elan №5640152 - Bakı, Xətai r., 3 otaqlı, 100 m², 2/7 mərtəbə",1900
4,200,11,16,"Elan №5716871 - Bakı, Koroğlu m., 4 otaqlı, 200 m², 11/16 mərtəbə",4500
3,75,5,9,"Elan №5716873 - Bakı, Səbail r., 3 otaqlı, 75 m², 5/9 mərtəbə",850
2,110,9,18,"Elan №5716869 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 110 m², 9/18 mərtəbə",1100
3,115,4,15,"Elan №5716864 - Bakı, Gənclik m., 3 otaqlı, 115 m², 4/15 mərtəbə",1250
2,55,12,20,"Elan №5716855 - Bakı, 20 Yanvar m., 2 otaqlı, 55 m², 12/20 mərtəbə",900
3,115,5,12,"Elan №4988060 - Bakı, 8 Noyabr m., 3 otaqlı, 115 m², 5/12 mərtəbə",1100
3,110,5,5,"Elan №5716848 - Bakı, Ağ şəhər q., 3 otaqlı, 110 m², 5/5 mərtəbə",2450
2,80,8,19,"Elan №5716843 - Bakı, 28 May m., 2 otaqlı, 80 m², 8/19 mərtəbə",1050
2,90,7,7,"Elan №5716839 - Bakı, Ağ şəhər q., 2 otaqlı, 90 m², 7/7 mərtəbə",2500
2,83,8,9,"Elan №5716838 - Gəncə, Gəncə, 2 otaqlı, 83 m², 8/9 mərtəbə",500
2,54,5,5,"Elan №5716834 - Bakı, 28 May m., 2 otaqlı, 54 m², 5/5 mərtəbə",800
2,75,9,10,"Elan №5544196 - Bakı, Badamdar q., 2 otaqlı, 75 m², 9/10 mərtəbə",900
3,120,14,17,"Elan №5716824 - Bakı, 20 Yanvar m., 3 otaqlı, 120 m², 14/17 mərtəbə",1200
2,53,9,9,"Elan №5716821 - Bakı, İnşaatçılar m., 2 otaqlı, 53 m², 9/9 mərtəbə",550
4,130,3,18,"Elan №5607584 - Bakı, Sahil m., 4 otaqlı, 130 m², 3/18 mərtəbə",1600
3,73,2,16,"Elan №5716813 - Bakı, 20 Yanvar m., 3 otaqlı, 73 m², 2/16 mərtəbə",650
3,105,4,25,"Elan №5549737 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 105 m², 4/25 mərtəbə",1150
2,50,2,5,"Elan №5558891 - Bakı, Sahil m., 2 otaqlı, 50 m², 2/5 mərtəbə",800
2,100,5,16,"Elan №5713389 - Bakı, Elmlər Akademiyası m., 2 otaqlı, 100 m², 5/16 mərtəbə",850
3,95,12,18,"Elan №5716807 - Bakı, 20 Yanvar m., 3 otaqlı, 95 m², 12/18 mərtəbə",250
2,80,12,18,"Elan №5716802 - Bakı, Azadlıq Prospekti m., 2 otaqlı, 80 m², 12/18 mərtəbə",700
3,90,7,24,"Elan №5716803 - Bakı, Nəsimi r., 3 otaqlı, 90 m², 7/24 mərtəbə",1200
4,100,1,5,"Elan №5716801 - Sumqayıt, Sumqayıt, 4 otaqlı, 100 m², 1/5 mərtəbə",500
3,110,12,16,"Elan №5716790 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 110 m², 12/16 mərtəbə",1800
3,110,5,19,"Elan №5716785 - Bakı, İnşaatçılar m., 3 otaqlı, 110 m², 5/19 mərtəbə",250
3,110,10,10,"Elan №5716767 - Bakı, 28 May m., 3 otaqlı, 110 m², 10/10 mərtəbə",1500
2,70,15,18,"Elan №5713469 - Bakı, Neftçilər m., 2 otaqlı, 70 m², 15/18 mərtəbə",700
3,110,25,27,"Elan №5716761 - Bakı, 8 Noyabr m., 3 otaqlı, 110 m², 25/27 mərtəbə",1400
2,70,10,16,"Elan №5706100 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 70 m², 10/16 mərtəbə",1000
2,68,8,20,"Elan №5638512 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 68 m², 8/20 mərtəbə",1500
2,50,2,5,"Elan №5638566 - Bakı, 28 May m., 2 otaqlı, 50 m², 2/5 mərtəbə",800
2,50,14,16,"Elan №5561064 - Bakı, 28 May m., 2 otaqlı, 50 m², 14/16 mərtəbə",1200
4,230,9,10,"Elan №5641376 - Bakı, Şah İsmayıl Xətai m., 4 otaqlı, 230 m², 9/10 mərtəbə",2000
3,90,2,4,"Elan №5565294 - Bakı, Şah İsmayıl Xətai m., 3 otaqlı, 90 m², 2/4 mərtəbə",1000
2,100,8,18,"Elan №5716748 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 100 m², 8/18 mərtəbə",1000
2,80,2,2,"Elan №5716752 - Bakı, Sahil m., 2 otaqlı, 80 m², 2/2 mərtəbə",799
2,59,4,10,"Elan №5716744 - Bakı, Masazır q., 2 otaqlı, 59 m², 4/10 mərtəbə",420
3,50,2,2,"Elan №5716742 - Bakı, Nərimanov r., 3 otaqlı, 50 m², 2/2 mərtəbə",500
2,115,6,15,"Elan №5716734 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 115 m², 6/15 mərtəbə",850
2,50,7,9,"Elan №5716733 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 50 m², 7/9 mərtəbə",200
3,102,4,8,"Elan №5641524 - Bakı, Ağ şəhər q., 3 otaqlı, 102 m², 4/8 mərtəbə",1700
2,67,13,20,"Elan №5640713 - Bakı, Ağ şəhər q., 2 otaqlı, 67 m², 13/20 mərtəbə",1800
3,150,1,6,"Elan №5638794 - Bakı, Şıxov q., 3 otaqlı, 150 m², 1/6 mərtəbə",2000
3,148,21,27,"Elan №5646489 - Bakı, 20 Yanvar m., 3 otaqlı, 148 m², 21/27 mərtəbə",1500
2,60,11,14,"Elan №5716723 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 60 m², 11/14 mərtəbə",900
3,84,9,12,"Elan №5716714 - Bakı, İnşaatçılar m., 3 otaqlı, 84 m², 9/12 mərtəbə",700
2,55,4,12,"Elan №5716705 - Bakı, Masazır q., 2 otaqlı, 55 m², 4/12 mərtəbə",420
2,40,2,2,"Elan №5716694 - Bakı, Nərimanov r., 2 otaqlı, 40 m², 2/2 mərtəbə",498
2,85,2,3,"Elan №5134918 - Bakı, Sahil m., 2 otaqlı, 85 m², 2/3 mərtəbə",999
3,100,7,9,"Elan №5716683 - Bakı, Qara Qarayev m., 3 otaqlı, 100 m², 7/9 mərtəbə",700
3,125,10,17,"Elan №5051727 - Bakı, Nərimanov r., 3 otaqlı, 125 m², 10/17 mərtəbə",1100
3,80,7,9,"Elan №5716675 - Bakı, Qara Qarayev m., 3 otaqlı, 80 m², 7/9 mərtəbə",700
2,98,7,12,"Elan №5716668 - Bakı, İnşaatçılar m., 2 otaqlı, 98 m², 7/12 mərtəbə",500
2,67,7,9,"Elan №5716666 - Bakı, Masazır q., 2 otaqlı, 67 m², 7/9 mərtəbə",400
2,80,2,5,"Elan №5206796 - Bakı, 28 May m., 2 otaqlı, 80 m², 2/5 mərtəbə",900
2,67,7,17,"Elan №5716653 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 67 m², 7/17 mərtəbə",1500
2,58,4,14,"Elan №5716645 - Bakı, 28 May m., 2 otaqlı, 58 m², 4/14 mərtəbə",900
3,70,4,4,"Elan №5716643 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 70 m², 4/4 mərtəbə",1000
2,70,7,17,"Elan №5716640 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 70 m², 7/17 mərtəbə",1400
3,120,12,18,"Elan №5716636 - Bakı, Nəsimi r., 3 otaqlı, 120 m², 12/18 mərtəbə",1600
3,70,2,16,"Elan №5716632 - Bakı, 20 Yanvar m., 3 otaqlı, 70 m², 2/16 mərtəbə",650
2,67,7,17,"Elan №5716630 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 67 m², 7/17 mərtəbə",1500
3,72,2,2,"Elan №5716617 - Bakı, Sahil m., 3 otaqlı, 72 m², 2/2 mərtəbə",850
4,210,9,18,"Elan №5716613 - Bakı, Nəsimi r., 4 otaqlı, 210 m², 9/18 mərtəbə",2000
2,100,10,12,"Elan №5716608 - Bakı, Nərimanov r., 2 otaqlı, 100 m², 10/12 mərtəbə",1200
2,55,2,16,"Elan №5707113 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 55 m², 2/16 mərtəbə",500
3,70,2,16,"Elan №5716589 - Bakı, İnşaatçılar m., 3 otaqlı, 70 m², 2/16 mərtəbə",650
2,65,8,16,"Elan №5716590 - Bakı, Dərnəgül m., 2 otaqlı, 65 m², 8/16 mərtəbə",800
2,70,10,18,"Elan №5716584 - Bakı, Dərnəgül m., 2 otaqlı, 70 m², 10/18 mərtəbə",750
3,120,16,21,"Elan №5413487 - Bakı, İnşaatçılar m., 3 otaqlı, 120 m², 16/21 mərtəbə",650
2,85,12,18,"Elan №5716568 - Bakı, Azadlıq Prospekti m., 2 otaqlı, 85 m², 12/18 mərtəbə",700
2,65,6,20,"Elan №5716559 - Bakı, Xətai r., 2 otaqlı, 65 m², 6/20 mərtəbə",1500
3,105,13,16,"Elan №5716560 - Bakı, Nərimanov r., 3 otaqlı, 105 m², 13/16 mərtəbə",1000
4,125,8,11,"Elan №5716546 - Bakı, Yeni Yasamal q., 4 otaqlı, 125 m², 8/11 mərtəbə",1200
2,7,7,17,"Elan №5716553 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 66.7 m², 7/17 mərtəbə",1300
2,60,1,2,"Elan №5716547 - Bakı, Sahil m., 2 otaqlı, 60 m², 1/2 mərtəbə",649
2,50,3,5,"Elan №5716528 - Bakı, Qara Qarayev m., 2 otaqlı, 50 m², 3/5 mərtəbə",600
3,130,6,14,"Elan №5716540 - Bakı, 8-ci mikrorayon q., 3 otaqlı, 130 m², 6/14 mərtəbə",970
2,80,8,11,"Elan №5716534 - Bakı, Nərimanov r., 2 otaqlı, 80 m², 8/11 mərtəbə",850
3,110,14,18,"Elan №5698060 - Bakı, 28 May m., 3 otaqlı, 110 m², 14/18 mərtəbə",1250
3,160,12,18,"Elan №5716521 - Bakı, Nərimanov r., 3 otaqlı, 160 m², 12/18 mərtəbə",1200
3,110,3,5,"Elan №5563302 - Bakı, Nizami m., 3 otaqlı, 110 m², 3/5 mərtəbə",1000
2,115,2,13,"Elan №5563258 - Bakı, Nizami m., 2 otaqlı, 115 m², 2/13 mərtəbə",1100
3,150,13,17,"Elan №5716514 - Bakı, Nəriman Nərimanov m., 3 otaqlı, 150 m², 13/17 mərtəbə",1200
2,65,8,17,"Elan №5716513 - Bakı, 7-ci mikrorayon q., 2 otaqlı, 65 m², 8/17 mərtəbə",700
3,105,9,17,"Elan №5637974 - Bakı, Əhmədli m., 3 otaqlı, 105 m², 9/17 mərtəbə",750
2,55,12,20,"Elan №5716511 - Bakı, 20 Yanvar m., 2 otaqlı, 55 m², 12/20 mərtəbə",800
3,140,3,7,"Elan №5716446 - Bakı, Ağ şəhər q., 3 otaqlı, 140 m², 3/7 mərtəbə",2300
3,100,16,17,"Elan №5716394 - Bakı, Nəsimi r., 3 otaqlı, 100 m², 16/17 mərtəbə",201
2,90,9,16,"Elan №5716486 - Bakı, Nəriman Nərimanov m., 2 otaqlı, 90 m², 9/16 mərtəbə",850
4,134,4,7,"Elan №5639656 - Bakı, Ağ şəhər q., 4 otaqlı, 134 m², 4/7 mərtəbə",2500
2,50,4,5,"Elan №5716488 - Bakı, Şah İsmayıl Xətai m., 2 otaqlı, 50 m², 4/5 mərtəbə",800
3,120,5,7,"Elan №5600857 - Bakı, Ağ şəhər q., 3 otaqlı, 120 m², 5/7 mərtəbə",2300
2,65,4,17,"Elan №5451742 - Bakı, 8 Noyabr m., 2 otaqlı, 65 m², 4/17 mərtəbə",1200
2,80,12,18,"Elan №5716480 - Bakı, Gənclik m., 2 otaqlı, 80 m², 12/18 mərtəbə",1000
2,65,6,20,"Elan №5716477 - Bakı, Ağ şəhər q., 2 otaqlı, 65 m², 6/20 mərtəbə",1400
2,60,4,4,"Elan №5716468 - Bakı, Sahil m., 2 otaqlı, 60 m², 4/4 mərtəbə",1200
2,81,5,16,"Elan №5716469 - Bakı, Yeni Yasamal q., 2 otaqlı, 81 m², 5/16 mərtəbə",700
3,70,2,5,"Elan №5716463 - Bakı, Bakıxanov q., 3 otaqlı, 70 m², 2/5 mərtəbə",600
2,110,6,17,"Elan №5716461 - Bakı, Əhmədli m., 2 otaqlı, 110 m², 6/17 mərtəbə",700
5,190,4,4,"Elan №5716452 - Bakı, Sahil m., 5 otaqlı, 190 m², 4/4 mərtəbə",1900
2,65,1,1,"Elan №5716406 - Bakı, Səbail r., 2 otaqlı, 65 m², 1/1 mərtəbə",450
3,136,7,24,"Elan №5696167 - Bakı, Ağ şəhər q., 3 otaqlı, 136 m², 7/24 mərtəbə",2500
3,100,6,6,"Elan №5451738 - Bakı, Ağ şəhər q., 3 otaqlı, 100 m², 6/6 mərtəbə",1000
4,117,13,14,"Elan №5716436 - Bakı, Nəsimi r., 4 otaqlı, 117 m², 13/14 mərtəbə",1000
2,95,2,7,"Elan №5425703 - Bakı, Ağ şəhər q., 2 otaqlı, 95 m², 2/7 mərtəbə",1700
3,95,5,7,"Elan №5489064 - Bakı, Ağ şəhər q., 3 otaqlı, 95 m², 5/7 mərtəbə",1700
3,135,6,7,"Elan №5454239 - Bakı, Ağ şəhər q., 3 otaqlı, 135 m², 6/7 mərtəbə",1700
3,130,6,7,"Elan №5499201 - Bakı, Ağ şəhər q., 3 otaqlı, 130 m², 6/7 mərtəbə",1500
2,110,8,20,"Elan №5716153 - Bakı, 28 May m., 2 otaqlı, 110 m², 8/20 mərtəbə",1500
3,95,17,20,"Elan №5712122 - Bakı, Azadlıq Prospekti m., 3 otaqlı, 95 m², 17/20 mərtəbə",800
3,126,11,19,"Elan №5694632 - Bakı, Xalqlar Dostluğu m., 3 otaqlı, 126 m², 11/19 mərtəbə",700
